Gene,Control Linear Regression Slope,Control Linear Regression R2,siUPF1 Linear Regression Slope,siUPF1 Linear Regression R2,Control Log Regression Slope,Control Log Regression R2,siUPF1 Log Regression Slope,siUPF1 Log Regression R2,Category
UVRAG,-0.003093454,0.930099882,-0.003762437,0.981481124,-0.006563948,0.932087305,-0.009349086,0.997306104,siUPF1-Destab
VANGL1,-0.003981805,0.90069985,-0.004340402,0.935937843,-0.009394716,0.896040541,-0.011289394,0.917722815,siUPF1-Destab
VAV3,-0.004028606,0.974545198,-0.004436843,0.963509262,-0.010255713,0.966708527,-0.012318206,0.943700408,siUPF1-Destab
VCPIP1,-0.004481735,0.9947022,-0.004716619,0.979899214,-0.013307512,0.977919716,-0.0163265,0.979223825,siUPF1-Destab
VCPKMT,-0.003778882,0.950981823,-0.00441873,0.971777328,-0.009543977,0.977113378,-0.013417029,0.975627098,siUPF1-Destab
VPS18,-0.002634482,0.949810415,-0.003045998,0.974692872,-0.00506988,0.928296687,-0.006266502,0.962101278,siUPF1-Destab
VPS54,-0.001454208,0.809939893,-0.002046236,0.923914067,-0.002402912,0.802665166,-0.003665884,0.899647403,siUPF1-Destab
VRTN,-0.00189781,0.94924029,-0.00218676,0.937827127,-0.003312131,0.948432698,-0.003927515,0.926310127,siUPF1-Destab
VTI1A,-0.001895475,0.823261838,-0.002888043,0.908137917,-0.003299322,0.827069388,-0.005661986,0.907562406,siUPF1-Destab
WAPL,-0.003082318,0.957316454,-0.003798997,0.91849809,-0.006327021,0.943570133,-0.008753836,0.900241898,siUPF1-Destab
WBP4,-0.001450779,0.875059426,-0.00269097,0.931434489,-0.002430936,0.845922732,-0.005484806,0.895862341,siUPF1-Destab
WDFY3,-0.000795219,0.716466816,-0.001936437,0.826557793,-0.001222699,0.720824783,-0.003348186,0.825660756,siUPF1-Destab
WDR20,-0.00302088,0.954055033,-0.003881263,0.996955226,-0.006416771,0.979062007,-0.00976754,0.992295808,siUPF1-Destab
WDR33,-0.002832579,0.974813373,-0.003201431,0.973957485,-0.005635285,0.955158559,-0.006752869,0.95186519,siUPF1-Destab
WDR36,-0.000960965,0.737460204,-0.002376728,0.898855126,-0.001501989,0.751760268,-0.004352961,0.892556083,siUPF1-Destab
WDR37,-0.003358689,0.972002508,-0.003972128,0.952925499,-0.00739656,0.968233193,-0.009643306,0.930965117,siUPF1-Destab
WDR43,-0.002899638,0.947310706,-0.003338314,0.916338248,-0.005755885,0.936889967,-0.007091441,0.896987347,siUPF1-Destab
WDR47,-0.003494869,0.936806292,-0.004358471,0.977559219,-0.008242881,0.984189061,-0.012779373,0.939853341,siUPF1-Destab
WDR53,-0.0034391,0.985357413,-0.003901641,0.983844312,-0.007619307,0.966944605,-0.009569101,0.966538009,siUPF1-Destab
WDR5B,-0.003520115,0.981985326,-0.003668732,0.939302309,-0.008133268,0.978852068,-0.00912344,0.930815028,siUPF1-Destab
WDR89,-0.003607911,0.991252308,-0.004161057,0.98780291,-0.008332308,0.970915646,-0.011388927,0.976074633,siUPF1-Destab
WEE1,-0.002627825,0.878944533,-0.002943342,0.807739086,-0.004952925,0.884392774,-0.005665108,0.833159113,siUPF1-Destab
WHSC1L1,-0.000619029,0.81623935,-0.001240653,0.900630965,-0.000934211,0.81410946,-0.00199707,0.891893903,siUPF1-Destab
WIPF2,-0.003269546,0.977794886,-0.003822309,0.976307763,-0.007106084,0.958837807,-0.009201254,0.958013526,siUPF1-Destab
WNK3,-0.002072847,0.984208594,-0.003494118,0.971231604,-0.003717304,0.979643974,-0.008004453,0.936681862,siUPF1-Destab
WNT3,-0.001731053,0.908029786,-0.002801675,0.951877069,-0.003027285,0.933603879,-0.005607486,0.952474908,siUPF1-Destab
WNT5A,-0.003268636,0.844016315,-0.004013442,0.949401349,-0.007448008,0.910250183,-0.010480227,0.966844452,siUPF1-Destab
XBP1,-0.002739419,0.887784809,-0.003328571,0.874520518,-0.005252036,0.896524192,-0.006962982,0.867701993,siUPF1-Destab
XRCC2,-0.002141899,0.972779254,-0.002769842,0.923763285,-0.003852081,0.960651369,-0.00549954,0.906761141,siUPF1-Destab
XRN1,-0.002249448,0.896446581,-0.004047898,0.975680393,-0.004233573,0.844587433,-0.010429979,0.937985499,siUPF1-Destab
XYLT1,-0.002287875,0.931220162,-0.003065152,0.967174904,-0.004263261,0.922767333,-0.006411664,0.973479988,siUPF1-Destab
YAE1D1,-0.002369434,0.974779296,-0.002883103,0.97809817,-0.004401238,0.966097644,-0.005963164,0.974961545,siUPF1-Destab
YARS2,-0.000555875,0.710876105,-0.001543279,0.997104125,-0.000833937,0.718653318,-0.002592339,0.99275084,siUPF1-Destab
YOD1,-0.003730759,0.873135204,-0.003968525,0.814992392,-0.009633318,0.957599773,-0.011386768,0.919835795,siUPF1-Destab
YPEL2,-0.004155484,0.88296889,-0.004803318,0.99744674,-0.010924653,0.922896831,-0.016294919,0.956002027,siUPF1-Destab
YRDC,-0.00137757,0.842613068,-0.001573524,0.898974649,-0.002305537,0.868585143,-0.002686569,0.910114657,siUPF1-Destab
YTHDF2,-0.003345719,0.930144065,-0.003587916,0.918901594,-0.007115651,0.919586332,-0.007889429,0.909896158,siUPF1-Destab
YTHDF3,-0.001428254,0.871213203,-0.002282915,0.909716823,-0.002342354,0.879597809,-0.004153659,0.896358449,siUPF1-Destab
ZADH2,-0.002448681,0.896960731,-0.003782865,0.921646824,-0.00458654,0.91299987,-0.00896313,0.941662044,siUPF1-Destab
ZBED4,-0.002434391,0.924760015,-0.002810991,0.981561843,-0.004487621,0.91832042,-0.00556705,0.966344308,siUPF1-Destab
ZBED6,-0.002699032,0.906893968,-0.0036977,0.837654747,-0.005225779,0.886870845,-0.008235641,0.84011433,siUPF1-Destab
ZBTB1,-0.002396881,0.975725987,-0.002933042,0.929973849,-0.004493998,0.965404881,-0.005874794,0.921374664,siUPF1-Destab
ZBTB11,-0.003356879,0.93883727,-0.004091767,0.94915852,-0.007601933,0.975238612,-0.011494698,0.962264357,siUPF1-Destab
ZBTB18,-0.003118382,0.743746616,-0.003490254,0.828143708,-0.007150151,0.791711654,-0.008630724,0.903835391,siUPF1-Destab
ZBTB2,-0.002190039,0.977399386,-0.002879752,0.985020708,-0.004052333,0.993337016,-0.005775859,0.970246001,siUPF1-Destab
ZBTB21,-0.004220174,0.976463298,-0.004454686,0.997847312,-0.011262334,0.957394363,-0.01296175,0.973329995,siUPF1-Destab
ZBTB22,-0.002653243,0.84870092,-0.002947975,0.938604129,-0.005301204,0.852897844,-0.006117434,0.950481009,siUPF1-Destab
ZBTB24,-0.004419967,0.934383121,-0.004616478,0.997927869,-0.011771102,0.916368302,-0.014402706,0.97507699,siUPF1-Destab
ZBTB26,-0.003287192,0.753181693,-0.003713313,0.810504307,-0.007840518,0.818174114,-0.009793225,0.874404143,siUPF1-Destab
ZBTB3,-0.002778133,0.683811258,-0.003311879,0.789873703,-0.005995349,0.703226344,-0.007811531,0.878996213,siUPF1-Destab
ZBTB33,-0.002768872,0.984379155,-0.003959835,0.983222189,-0.005509688,0.979944611,-0.01000129,0.940311151,siUPF1-Destab
ZBTB34,-0.003664363,0.925324957,-0.003957746,0.917421071,-0.009054037,0.975065225,-0.010778199,0.981079981,siUPF1-Destab
ZBTB37,-0.002881318,0.88190909,-0.00409779,0.899359466,-0.005953183,0.870708331,-0.010182447,0.895875222,siUPF1-Destab
ZBTB38,-0.001949333,0.700439892,-0.003097948,0.830951893,-0.003279516,0.734239175,-0.006280143,0.81708748,siUPF1-Destab
ZBTB39,-0.00443415,0.990794787,-0.004683068,0.992663405,-0.01282601,0.969214474,-0.01486474,0.971171629,siUPF1-Destab
ZBTB4,-0.002857036,0.833951584,-0.003184781,0.941137407,-0.005633546,0.851359624,-0.006652325,0.93280867,siUPF1-Destab
ZBTB40,-0.001316227,0.887465093,-0.002105652,0.866338974,-0.002141062,0.896979418,-0.003728207,0.867029184,siUPF1-Destab
ZBTB41,-0.003740099,0.929629735,-0.004254262,0.926525425,-0.009235498,0.980121441,-0.012728356,0.990310504,siUPF1-Destab
ZBTB43,-0.00264715,0.772796382,-0.003156183,0.845903918,-0.005461737,0.81818007,-0.007130158,0.915629398,siUPF1-Destab
ZBTB44,-0.001137585,0.973907012,-0.002388943,0.899415892,-0.001818748,0.971020002,-0.004472073,0.880860548,siUPF1-Destab
ZBTB6,-0.004169323,0.838496106,-0.004348466,0.752211225,-0.012657649,0.960867813,-0.015033806,0.896520173,siUPF1-Destab
ZBTB7B,-0.00304333,0.894188577,-0.003312843,0.878739471,-0.006660889,0.882977093,-0.007653156,0.932147595,siUPF1-Destab
ZBTB8A,-0.001541118,0.829497766,-0.002739059,0.975529164,-0.002620523,0.868760008,-0.005525758,0.974435185,siUPF1-Destab
ZBTB8B,-0.003555511,0.9460502,-0.004327173,0.962334261,-0.00805995,0.946322472,-0.012149767,0.939376846,siUPF1-Destab
ZBTB9,-0.002528098,0.952637837,-0.003108835,0.978547279,-0.004866799,0.93098351,-0.006539156,0.957356889,siUPF1-Destab
ZC2HC1C,-0.003633285,0.919055438,-0.003898571,0.918907253,-0.008931535,0.945678804,-0.010188765,0.932049803,siUPF1-Destab
ZC3H10,-0.00469171,0.943335447,-0.004906238,0.973648015,-0.014882628,0.933034186,-0.018911137,0.978344556,siUPF1-Destab
ZC3H11A,-0.000932065,0.953699536,-0.001439398,0.824408492,-0.001458092,0.950927375,-0.002378764,0.80508386,siUPF1-Destab
ZC3H12C,-0.004019355,0.700985894,-0.004168782,0.737810259,-0.012022528,0.833722291,-0.0133124,0.875206046,siUPF1-Destab
ZC3H6,-0.004047765,0.868406804,-0.00414656,0.956557782,-0.010080154,0.871958861,-0.011771569,0.954135908,siUPF1-Destab
ZCCHC6,-0.002348162,0.868915038,-0.00383788,0.94853526,-0.004262549,0.866353597,-0.009141671,0.904753905,siUPF1-Destab
ZCCHC8,-0.003164112,0.927984055,-0.003479347,0.926769511,-0.006494284,0.918448502,-0.007525056,0.91712258,siUPF1-Destab
ZDBF2,-0.002170654,0.844661414,-0.003222349,0.967096099,-0.003821729,0.854646153,-0.006832806,0.946349482,siUPF1-Destab
ZFC3H1,-0.002268612,0.853974495,-0.003252836,0.88078765,-0.004042609,0.861869031,-0.006942641,0.830862281,siUPF1-Destab
ZFHX3,-0.00192828,0.910376129,-0.003586612,0.908508,-0.003383028,0.920274497,-0.008509718,0.875428797,siUPF1-Destab
ZFP1,-0.004597984,0.78349327,-0.004731771,0.783970422,-0.017925253,0.960400231,-0.020506776,0.972682785,siUPF1-Destab
ZFP14,-0.003646968,0.942757868,-0.004288481,0.960846031,-0.008645843,0.953983525,-0.012442442,0.962590152,siUPF1-Destab
ZFP30,-0.003346535,0.967845195,-0.003691882,0.993767769,-0.00752097,0.986889491,-0.008906995,0.991444967,siUPF1-Destab
ZFP62,-0.003225648,0.938835915,-0.003893814,0.964863118,-0.007150521,0.971243021,-0.010203608,0.932504272,siUPF1-Destab
ZFP64,-0.003398892,0.95695247,-0.003703978,0.954281974,-0.007488814,0.941083841,-0.00856334,0.943531989,siUPF1-Destab
ZFP69,-0.003483772,0.937152273,-0.003874423,0.949610401,-0.007886517,0.962731626,-0.010291597,0.84805505,siUPF1-Destab
ZFP69B,-0.002533718,0.976856747,-0.00325078,0.986908496,-0.004835673,0.966844226,-0.007109353,0.981619315,siUPF1-Destab
ZFP82,-0.004256645,0.965511613,-0.004387823,0.898468565,-0.012348152,0.979935619,-0.014127271,0.986684088,siUPF1-Destab
ZFP91,-0.00228616,0.944599515,-0.002995363,0.955685406,-0.004322998,0.969636245,-0.006387117,0.971278823,siUPF1-Destab
ZFX,-0.003435593,0.847583955,-0.003918749,0.914040128,-0.008287017,0.932361558,-0.010565589,0.98126647,siUPF1-Destab
ZFY,-0.003439409,0.88130989,-0.004046981,0.864513697,-0.008297898,0.92572861,-0.011349918,0.947159447,siUPF1-Destab
ZFYVE1,-0.002603219,0.855026452,-0.003317533,0.877403376,-0.004877442,0.854568527,-0.006874593,0.883434139,siUPF1-Destab
ZFYVE26,-0.001151739,0.76069635,-0.002507146,0.941066046,-0.001854179,0.761391939,-0.00470747,0.936865154,siUPF1-Destab
ZHX1,-0.002002805,0.803206426,-0.002801435,0.903221646,-0.003680105,0.81861116,-0.005791785,0.845366933,siUPF1-Destab
ZIC2,-0.00381733,0.972937789,-0.004141197,0.984977208,-0.009572091,0.970831136,-0.011368131,0.99282901,siUPF1-Destab
ZIC3,-0.003109818,0.902022334,-0.003771234,0.917839167,-0.006316873,0.892129178,-0.008602737,0.912089753,siUPF1-Destab
ZIC5,-0.003674299,0.857714707,-0.004202087,0.841199115,-0.009430037,0.945236966,-0.012962449,0.930128966,siUPF1-Destab
ZIK1,-0.002207119,0.986283435,-0.002797627,0.981722094,-0.004035206,0.973185318,-0.005596752,0.978629567,siUPF1-Destab
ZKSCAN1,-0.003172559,0.858726132,-0.003684697,0.974029053,-0.006485392,0.868272178,-0.008689474,0.937858066,siUPF1-Destab
ZKSCAN4,-0.003745078,0.932014655,-0.003947205,0.919501163,-0.00956095,0.979041696,-0.010706456,0.989010095,siUPF1-Destab
ZKSCAN8,-0.002315513,0.895172561,-0.003324413,0.961137441,-0.004394797,0.931467512,-0.007463738,0.933191836,siUPF1-Destab
ZMYM1,-0.002833884,0.937786562,-0.00346792,0.974222906,-0.005587682,0.922032962,-0.007887248,0.930081397,siUPF1-Destab
ZMYM5,-0.0017183,0.789828999,-0.002513318,0.93787034,-0.002896998,0.824241127,-0.004724857,0.936634575,siUPF1-Destab
ZMYM6,-0.002184007,0.94247047,-0.00317687,0.902634179,-0.003934406,0.941322218,-0.006531887,0.893356462,siUPF1-Destab
ZMYND8,-0.002888078,0.93864827,-0.003354851,0.903392669,-0.005704526,0.926228057,-0.007043813,0.898370765,siUPF1-Destab
ZNF10,-0.002616879,0.894210051,-0.003444773,0.975021997,-0.005180886,0.948498246,-0.007923615,0.973002529,siUPF1-Destab
ZNF100,-0.002811608,0.988571413,-0.003717708,0.972404135,-0.005657328,0.976039603,-0.00911247,0.928317431,siUPF1-Destab
ZNF101,-0.002610887,0.930027462,-0.00337304,0.971379198,-0.005230575,0.942663889,-0.007680004,0.991604237,siUPF1-Destab
ZNF112,-0.003871005,0.884027506,-0.004326542,0.930942269,-0.010280764,0.973114427,-0.013205745,0.997299641,siUPF1-Destab
ZNF12,-0.00405376,0.980088848,-0.004281588,0.963559842,-0.010910456,0.976717881,-0.012631037,0.971558187,siUPF1-Destab
ZNF124,-0.003866685,0.977104866,-0.004005367,0.992725365,-0.009435559,0.940185434,-0.010465953,0.992778789,siUPF1-Destab
ZNF131,-0.001428022,0.969062069,-0.002563918,0.965174572,-0.002367641,0.963799172,-0.004895509,0.950731507,siUPF1-Destab
ZNF133,-0.002725997,0.846484173,-0.002841899,0.985835641,-0.005251709,0.849161307,-0.00582523,0.994657455,siUPF1-Destab
ZNF134,-0.002982984,0.978964694,-0.003529604,0.97824604,-0.006245271,0.982695321,-0.008045342,0.956922524,siUPF1-Destab
ZNF136,-0.00426333,0.975157213,-0.004632661,0.968953603,-0.012228026,0.947598676,-0.014993165,0.976038146,siUPF1-Destab
ZNF137P,-0.002861309,0.908723427,-0.003404532,0.921217719,-0.005913087,0.932217915,-0.007963489,0.964896929,siUPF1-Destab
ZNF140,-0.001457373,0.90464931,-0.00231651,0.973897264,-0.002405355,0.918169087,-0.004292925,0.956346804,siUPF1-Destab
ZNF141,-0.001929489,0.966609199,-0.003067751,0.894138974,-0.003438685,0.961636946,-0.006518394,0.842594896,siUPF1-Destab
ZNF143,-0.002721676,0.933071114,-0.003621796,0.943266569,-0.005240891,0.922650575,-0.008168373,0.913678789,siUPF1-Destab
ZNF148,-0.004190457,0.957588434,-0.004472496,0.918272496,-0.01185453,0.994771762,-0.014882366,0.97039251,siUPF1-Destab
ZNF155,-0.003320714,0.880665769,-0.00395998,0.975595674,-0.007373632,0.824217731,-0.010126859,0.967641125,siUPF1-Destab
ZNF157,-0.003240722,0.71775917,-0.004133761,0.832222177,-0.007479,0.769253967,-0.012044379,0.959797774,siUPF1-Destab
ZNF17,-0.003982834,0.845816417,-0.004369788,0.876058874,-0.011041383,0.958485884,-0.014445937,0.943099242,siUPF1-Destab
ZNF18,-0.002573424,0.91161062,-0.003622637,0.966792575,-0.005023764,0.932230296,-0.00874049,0.91977695,siUPF1-Destab
ZNF180,-0.003857315,0.937109876,-0.004147492,0.973775904,-0.009889333,0.984489619,-0.011499206,0.994660669,siUPF1-Destab
ZNF181,-0.002469448,0.972601716,-0.003257166,0.972804473,-0.004738931,0.988367218,-0.007024,0.953546054,siUPF1-Destab
ZNF182,-0.003571581,0.982530605,-0.003860985,0.965109869,-0.008250594,0.976565447,-0.009765706,0.930453362,siUPF1-Destab
ZNF189,-0.001927205,0.855107788,-0.002657502,0.966098816,-0.003459581,0.902822403,-0.005185237,0.945519039,siUPF1-Destab
ZNF192P1,-0.002540947,0.76328231,-0.003747127,0.77647584,-0.005019019,0.834945858,-0.009679328,0.81014632,siUPF1-Destab
ZNF197,-0.002897837,0.974943159,-0.003814467,0.971683659,-0.005873994,0.959599215,-0.009092845,0.936064106,siUPF1-Destab
ZNF202,-0.002260858,0.897811552,-0.002980897,0.979990646,-0.004271513,0.924066295,-0.006244402,0.991736858,siUPF1-Destab
ZNF211,-0.002327602,0.929303432,-0.002564092,0.947378379,-0.004323437,0.91062186,-0.004899441,0.926118552,siUPF1-Destab
ZNF212,-0.003477628,0.963390047,-0.004020343,0.961808764,-0.007961293,0.946843835,-0.009959067,0.94099089,siUPF1-Destab
ZNF214,-0.004203037,0.965003562,-0.004530187,0.878410781,-0.011810836,0.98835641,-0.015723206,0.987876307,siUPF1-Destab
ZNF215,-0.002252919,0.946008161,-0.003136738,0.972735867,-0.004139719,0.94608242,-0.006755341,0.943515609,siUPF1-Destab
ZNF221,-0.002701105,0.948442388,-0.003615877,0.939352079,-0.005309758,0.938104651,-0.00882253,0.988914469,siUPF1-Destab
ZNF223,-0.004545195,0.971547486,-0.004767164,0.994764423,-0.014527616,0.981390823,-0.016205422,0.952189168,siUPF1-Destab
ZNF224,-0.002662934,0.860931049,-0.003239079,0.94507888,-0.005361571,0.844618139,-0.007095144,0.962525633,siUPF1-Destab
ZNF226,-0.002516636,0.927980748,-0.003095648,0.814066767,-0.00495995,0.936207408,-0.006952334,0.859579303,siUPF1-Destab
ZNF227,-0.002657385,0.972842221,-0.003570414,0.970097202,-0.005200086,0.975172235,-0.008575326,0.96573481,siUPF1-Destab
ZNF229,-0.002040261,0.956979976,-0.002649177,0.97112451,-0.00361647,0.946870828,-0.005158366,0.962851898,siUPF1-Destab
ZNF23,-0.001616684,0.76493633,-0.002284808,0.958068584,-0.002681425,0.780335579,-0.004233397,0.945453294,siUPF1-Destab
ZNF232,-0.001324918,0.852268761,-0.00163272,0.939067052,-0.002197863,0.878580233,-0.002792389,0.948620774,siUPF1-Destab
ZNF233,-0.003136987,0.865206908,-0.004028246,0.857567437,-0.006950754,0.907971805,-0.01138918,0.900436455,siUPF1-Destab
ZNF234,-0.00273021,0.871712708,-0.00351129,0.963985686,-0.005514441,0.916935285,-0.008165653,0.956611616,siUPF1-Destab
ZNF235,-0.002320242,0.834814038,-0.003265624,0.856417251,-0.004461068,0.887836444,-0.007602178,0.912634964,siUPF1-Destab
ZNF236,-0.002951767,0.930993806,-0.003528781,0.943559086,-0.006157743,0.940458223,-0.008486304,0.920634212,siUPF1-Destab
ZNF24,-0.002395952,0.938993966,-0.002643555,0.950501431,-0.004440832,0.929751705,-0.005066428,0.934992642,siUPF1-Destab
ZNF250,-0.003815417,0.78698691,-0.0040168,0.822382366,-0.010266294,0.864783177,-0.011638218,0.927344395,siUPF1-Destab
ZNF252P,-0.000786052,0.688826457,-0.002316918,0.861608431,-0.001200734,0.702267525,-0.004224539,0.844780588,siUPF1-Destab
ZNF253,-0.003295013,0.97652507,-0.003940969,0.92927549,-0.007396077,0.996305627,-0.010774904,0.936629299,siUPF1-Destab
ZNF254,-0.002300549,0.906043835,-0.003337286,0.950288918,-0.004183505,0.909505953,-0.007290226,0.93409271,siUPF1-Destab
ZNF256,-0.003602381,0.949351584,-0.004042908,0.93837239,-0.008772039,0.992404902,-0.011110366,0.987690232,siUPF1-Destab
ZNF260,-0.00360332,0.981781916,-0.004019135,0.979341717,-0.008255889,0.961525838,-0.01035658,0.937214793,siUPF1-Destab
ZNF273,-0.002012742,0.962295428,-0.002590039,0.93817368,-0.003632,0.972080214,-0.004988085,0.914925574,siUPF1-Destab
ZNF275,-0.003238701,0.937298068,-0.004024379,0.96745619,-0.007200824,0.958059015,-0.010665088,0.989859326,siUPF1-Destab
ZNF277,-0.002803841,0.993906593,-0.003661946,0.986582748,-0.005624479,0.981140783,-0.008473479,0.965541049,siUPF1-Destab
ZNF28,-0.002034939,0.819851904,-0.002987412,0.920997947,-0.003548737,0.825298598,-0.006046782,0.892215911,siUPF1-Destab
ZNF280B,-0.003971068,0.818423458,-0.004467653,0.86523601,-0.011244217,0.935054293,-0.015272423,0.977544288,siUPF1-Destab
ZNF281,-0.004104031,0.986293542,-0.004361947,0.979494018,-0.010553573,0.963430891,-0.011947662,0.942846124,siUPF1-Destab
ZNF283,-0.004056665,0.949533429,-0.004762495,0.988997706,-0.010571767,0.959860289,-0.016429669,0.957263769,siUPF1-Destab
ZNF284,-0.00386703,0.892193748,-0.00459234,0.94188773,-0.010298019,0.963018612,-0.015782324,0.953969376,siUPF1-Destab
ZNF285,-0.003144412,0.863416835,-0.003732978,0.910585366,-0.006703623,0.888443953,-0.009457221,0.916077968,siUPF1-Destab
ZNF286A,-0.001331856,0.918291358,-0.001930874,0.961168847,-0.002198706,0.933869392,-0.00340511,0.940939724,siUPF1-Destab
ZNF286B,-0.001570786,0.947192698,-0.002015265,0.960693107,-0.002673721,0.963147243,-0.003588767,0.939671921,siUPF1-Destab
ZNF287,-0.00230278,0.789245429,-0.003749159,0.868793283,-0.004387015,0.810780928,-0.00993579,0.918534701,siUPF1-Destab
ZNF292,-0.003590756,0.856607459,-0.004313915,0.918072468,-0.008589288,0.939905709,-0.013451278,0.958222951,siUPF1-Destab
ZNF30,-0.00332076,0.923376946,-0.003772126,0.992920636,-0.007294957,0.920689185,-0.009300615,0.989411532,siUPF1-Destab
ZNF302,-0.001093348,0.99110216,-0.001593598,0.856942713,-0.001743765,0.989263868,-0.002647019,0.863686727,siUPF1-Destab
ZNF311,-0.001715556,0.754446188,-0.002982125,0.882338676,-0.00293304,0.796545594,-0.006040804,0.870041606,siUPF1-Destab
ZNF317,-0.004170378,0.975117988,-0.004537864,0.997158572,-0.011559673,0.971674411,-0.013760061,0.976667525,siUPF1-Destab
ZNF318,-0.002908561,0.69255103,-0.003623749,0.793116369,-0.005435402,0.749691095,-0.007703071,0.823049743,siUPF1-Destab
ZNF320,-0.001383478,0.884565916,-0.001972174,0.844387873,-0.002256322,0.894438228,-0.003507082,0.809508904,siUPF1-Destab
ZNF329,-0.003851497,0.980973352,-0.004044971,0.995439475,-0.009349592,0.967516503,-0.010465344,0.976023124,siUPF1-Destab
ZNF330,-0.000812374,0.718454749,-0.000935723,0.91884352,-0.001258276,0.711348323,-0.001459512,0.918422695,siUPF1-Destab
