gene_id	mean	log2foldchange	p_value	 10DG0934	 11DG0060	 11DG0268	 11DG0165	 11DG0840	 12DG1794	 14DG2098	 15DG2154	 15DG2530	 16DG0559	 16DG0676	 16DG0790	 16DG1353	 18DG0180	 18DG0295	 19DG0151	 13DG2283	 14DG2019	 16DG0144	 16DG0518	 16DG0932	 17DG0349	 18DG0348	 18DG0464	 18DG0603	 19DG0230	 19DG0152	 19DG1391	 19DG2599
ENSG00000232859.9	12.6279259259259	-0.302531118219322	0.194987451483626	23.0027	18.4901	10.66494	11.5865	16.9268	14.5796	10.90424	14.2463	10.97733	12.5445	10.66342	23.2232	14.0867	13.0007	17.0758	14.089	16.7581	13.4301	9.9837	10.41419	6.80935	11.8639	12.673	9.54257	13.5869	14.6795	4.80076	12.6004	13.9756
ENSG00000113722.16	1.46487246428571	0.074398526924168	0.64515249068258	1	1.581211	1.299824	1.802512	1.664101	1.548858	1.701036	1.662121	1.470562	1.573338	1.156859	1.473057	1.406204	1.492264	2.81472	1.212281	1	1.702293	1.342618	1.235037	1.100146	2.20531	1.116532	1.516462	1.49819	1.654513	1.382104	1.654223	1.564773
ENSG00000054965.10	23.4577448275862	0.263528649267818	0.201100202886368	23.1342	32.8722	32.4248	26.2978	14.1531	32.1561	26.562	29.1423	26.6284	14.0014	22.3969	24.948	17.9354	20.2132	14.4167	27.6584	21.3705	17.9027	28.2893	15.2661	16.6381	24.2389	23.1357	26.3025	20.8249	18.604	23.879	24.6298	34.2522
ENSG00000140983.13	37.3999655172414	0.0840239075325607	0.629384672766215	36.2972	27.2039	29.7324	22.6778	44.8513	40.71	23.2141	32.3051	28.9874	29.0192	34.3871	35.4498	36.7582	40.7607	33.9581	32.2836	51.233	47.9316	46.0615	43.8677	40.1419	48.8151	39.4643	35.1875	41.7171	43.3881	36.5516	39.2606	42.3831
ENSG00000278540.4	20.4856892857143	-0.00261442293716715	0.986198916781566	15.0427	17.486	24.7292	31.3318	23.3955	19.6938	27.4907	18.8662	27.4081	15.9189	19.5191	23.7609	21.6468	18.7139	18.0981	17.239	17.3014	21.6473	21.1952	15.5218	20.6909	26.4475	19.5532	19.0397	19.6071	22.2286	17.1441	22.4379	21.7757
ENSG00000154175.16	115.506608571429	4.12285148322065	0.00132066430858245	6.6156	5.56373	54.026	49.2518	21.4877	149.979	76.7803	43.2726	50.4247	11.7241	56.6894	28.2355	23.8636	76.0744	12.1736	76.9655	3.79443	92.572	63.7752	7.46334	6.86884	27.8135	30.9433	658.155	55.5793	14.5012	2022.96	113.038	51.7484
ENSG00000119314.15	16.1991342857143	0.779458195084531	0.00243222530452125	9.49667	20.6782	16.0553	17.7172	6.31932	13.5955	18.0552	10.43775	25.5984	6.1048	20.7321	10.6345	13.0708	11.563	6.76472	19.1767	14.9994	21.5297	27.5058	20.0156	12.8281	17.1326	13.297	14.7792	18.6189	16.9054	33.9136	22.174	21.3821
ENSG00000088986.10	747.093	-0.194424237069645	0.0793420528030329	741.352	721.187	848.885	608.963	821.733	727.491	658.257	768.875	753.132	811.797	636.71	790.734	927.612	800.321	997.626	668.711	716.882	671.558	770.626	755.656	996.35	690.555	749.532	526.451	861.969	934.263	705.495	712.922	569.2
ENSG00000253719.3	20.9387142857143	0.0696861730395691	0.622687643444861	19.6128	34.1079	23.6769	26.4398	15.1335	19.9423	28.7091	24.2432	25.1314	15.6674	21.0023	22.8537	19.6205	21.3945	15.5856	23.7036	22.5028	21.2091	19.8797	17.3756	15.3653	23.1803	18.7515	19.8339	20.4594	19.4327	20.0953	22.3516	23.1302
ENSG00000130066.16	52.0747862068966	0.362048800001577	0.078242387662737	64.8492	57.7975	69.5727	53.1509	62.1489	36.3912	63.682	32.3702	30.9046	37.8068	30.4658	41.3553	67.4043	62.0999	52.5758	30.3515	75.2706	50.253	58.5976	48.2081	47.4872	49.3178	47.5359	61.6495	50.3315	33.5588	62.9203	71.665	60.4469
ENSG00000113594.9	3.44766944827586	0.634857623694992	0.0143297678826515	2.02092	5.39504	5.27492	4.6437	1.965165	3.10774	5.32781	3.28422	3.95281	1.512557	3.46655	2.00443	2.32891	2.09512	1.342352	3.71724	3.0183	3.68677	4.78067	3.49493	2.46556	3.67664	2.75658	3.09638	3.2849	3.09047	5.15848	5.85215	4.1811
ENSG00000169372.12	12.3464514814815	0.126321576284269	0.388657467449517	12.9726	12.9505	8.76006	11.6858	6.53014	10.66187	12.2966	11.1422	9.00065	16.8192	12.9991	14.6466	12.6229	12.8158	18.9466	12.4669	12.4357	12.3856	12.0752	12.137	10.98848	10.97566	14.9986	11.7667	14.5399	9.18877	9.2496	14.3789	16.3933
ENSG00000129226.13	67.8825925925926	0.756154654663331	0.0861293718113842	101.151	30.5261	180.798	68.4979	19.2382	107.074	64.6919	45.6219	29.425	52.3921	28.8552	52.6924	25.0553	41.7507	41.5173	33.1046	113.294	33.7115	119.545	52.6807	84.8286	51.4038	211.832	174.983	124.788	16.503	81.7598	129.283	108.456
ENSG00000100162.14	8.52525064285714	-0.543036623055713	0.331098801141267	1.677253	1.790735	15.7436	3.52353	3.96107	11.2706	5.50776	6.51053	6.35219	6.50233	12.0614	9.34738	13.4419	13.2286	9.10568	5.07768	10.0614	11.6039	19.9547	5.40316	38.6875	13.7612	10.05862	2.58279	13.1589	8.85639	7.20727	8.08093	2.87552
ENSG00000167740.9	25.0205464285714	0.204578135371489	0.286234755668908	42.0237	28.5741	21.2874	19.4689	20.1888	27.5983	21.1569	26.8977	23.3216	26.6019	17.7252	30.1359	27.0002	27.0428	31.4351	28.5579	26.05	17.9357	22.7574	33.1032	19.8582	14.2546	27.2047	29.7369	27.2901	20.2838	15.5784	32.1282	37.4014
ENSG00000110074.10	9.90971892857143	-0.0598622873130745	0.792214734295711	5.86598	8.23468	6.23248	6.71817	9.15924	11.9781	7.40943	10.81644	7.10966	10.17566	10.78799	12.1073	11.0676	7.0453	9.84034	7.05337	13.9377	13.3592	12.6565	8.23341	16.2955	12.9995	10.11112	10.62018	12.902	12.4052	7.10726	9.71232	11.826
ENSG00000173692.12	75.0594107142857	0.256208591968304	0.0988965082069491	66.9944	82.1034	88.7379	75.5396	31.5381	74.0437	76.9377	63.2012	91.8609	60.1876	75.4192	69.2804	60.7946	61.666	60.0995	78.151	98.2901	69.7194	96.0046	55.0299	98.0031	73.1586	72.1981	55.0914	86.3819	49.3164	95.2912	90.9009	77.2608
ENSG00000141002.18	110.683737931034	0.130851518110004	0.230741369567634	136.587	114.558	102.468	92.3566	92.7674	134.897	96.1321	115.942	99.2207	99.6176	95.6587	133.592	103.153	117.07	98.2595	92.6064	119.147	113.963	128.272	111.926	119.232	108.415	117.557	110.126	110.05	86.2144	106.005	130.847	123.188
ENSG00000064651.13	4.61965481481481	0.795307252770241	0.000500953960593211	2.88566	6.71974	8.3138	8.34858	2.88649	5.52708	6.4709	3.98412	5.85675	2.45721	4.32713	4.19648	3.17833	3.63618	3.14628	5.15626	4.43651	5.27774	4.0692	2.96698	3.63156	5.0076	4.18547	4.58359	4.4633	3.44555	9.46241	7.89203	4.88013
ENSG00000196159.11	10.46294	-0.198984374280382	0.630205206851216	13.8421	16.7069	13.5995	15.0308	4.44832	10.85886	17.0235	17.3581	16.9731	7.71564	12.4448	13.03	8.67759	9.89781	4.17604	16.6364	8.12837	7.9856	11.4805	9.03464	5.75671	3.03352	6.63783	9.10482	8.9418	7.18784	2.70079	8.21348	16.7999
ENSG00000173218.14	9.5879325	0.532746859582224	0.017612764772542	7.97727	13.1347	15.4794	12.8521	4.21115	11.8643	11.8924	13.0177	11.9406	5.9933	10.10566	10.46291	8.17651	9.37418	4.9752	10.86849	10.19939	8.35384	12.2108	5.5968	7.8497	8.01893	7.16875	8.34747	8.70324	5.45522	12.9914	11.2512	15.4689
ENSG00000143458.11	5.83840037037037	0.313276494106911	0.0106809982028401	6.55539	5.75034	8.21644	8.40069	5.40683	5.78654	7.52364	4.80065	7.5664	5.23319	4.93113	6.36908	4.42347	5.54692	4.5692	5.66822	5.63556	5.52071	6.49428	4.37824	6.54693	5.2599	5.8819	5.42886	5.55702	5.61038	7.17078	6.49113	7.53012
ENSG00000143314.12	114.967471428571	0.108046380797949	0.442248594992954	98.6537	86.9795	105.988	96.6836	146.415	106.869	106.225	111.37	95.8644	103.4	97.2781	124.253	132.806	132.488	159.826	92.7731	128.65	101.122	106.789	114.587	172.948	126.925	129.216	85.3958	124.984	134.895	118.105	134.775	115.773
ENSG00000125864.12	1.57116446153846	-0.337063231925181	0.00836842191965703	1.231325	2.21957	1.610333	2.04296	1.773527	1.569255	1.665657	1.469678	1.532354	1.0934369	1.77148	1.415082	2.17348	1.796002	1.90698	1.361086	1.431522	1.82821	1.695005	1.476358	1.570092	1.521429	1.40012	1.723989	1.743553	1.490922	1.16091	1.397007	1.26544
ENSG00000168060.15	17.4085411111111	-0.130656332705049	0.51706726690418	29.6947	30.9416	12.7273	10.4899	16.0815	20.4439	16.0303	15.2605	18.1879	20.7028	17.4026	16.1513	17.1052	19.5759	16.4706	11.9543	10.76011	15.5821	16.7703	20.6307	19.8839	22.8564	21.5528	24.4761	19.0395	21.7276	11.0774	17.3709	19.7188
ENSG00000130347.12	5.8679162962963	0.194634876773871	0.133975630122865	4.44327	5.63163	5.60723	5.46897	4.51835	5.54024	5.16135	5.75538	6.08188	5.05269	5.88318	5.14137	4.83601	5.88306	5.76636	5.47224	6.53288	6.95072	8.96677	5.19478	9.90267	7.89675	6.7662	5.99694	6.69045	6.33368	8.13503	6.52676	5.16634
ENSG00000121236.20	3.61795475	0.218904883287812	0.385132510257704	4.20308	3.20533	3.95402	3.40104	2.26583	4.89993	2.99441	5.49547	4.5891	3.16886	3.31443	3.30741	3.22914	3.06199	1.629583	3.70991	3.27339	3.55119	5.98282	2.22893	2.83811	6.71261	3.20286	3.80076	4.76541	2.8154	6.02463	3.83318	2.55652
ENSG00000159885.13	5.83631321428571	0.126067227653285	0.355338119641852	4.28982	8.01467	6.49707	6.77224	6.86476	4.77961	6.5938	5.09245	6.69809	4.63885	6.08345	5.67641	6.87848	5.66617	4.55427	6.07132	6.87295	7.0219	4.99811	6.02695	4.22306	5.53497	5.66164	4.35041	6.10272	6.54464	6.58469	6.89818	5.43976
ENSG00000135632.11	20.6662793103448	-0.0882940223098146	0.511603921863116	19.7693	17.8901	23.5078	18.1198	18.608	20.9815	17.2328	21.74	17.7981	17.3757	18.1159	24.2208	20.1248	23.9556	22.0976	19.2602	25.8239	22.8853	21.0008	17.2459	25.6702	22.0251	25.8089	19.7456	22.1828	17.457	14.7485	19.5106	24.4195
ENSG00000188559.13	3.38127357142857	0.147764319562482	0.267310272039151	2.60535	3.52091	3.4449	4.22503	2.69603	3.46105	4.31676	3.74611	4.13058	2.82159	3.4861	3.45321	2.95214	3.22677	2.65035	3.87752	3.26229	3.06727	3.76231	2.92565	1.962535	3.15355	2.95308	4.23706	2.91548	2.6751	3.33395	3.77249	4.00303
ENSG00000162595.5	4.27822339285714	0.626119595903188	0.267011034069557	1.443057	5.06562	1.576104	1.950501	1.812597	1.910725	6.09049	4.34014	3.07175	1.623742	3.00235	2.13405	3.80388	1.976531	3.34968	2.08479	1.510232	3.78818	2.61429	8.51579	9.93601	5.03748	3.09489	26.6827	12.5536	8.78452	11.369	5.85219	1.498066
ENSG00000205795.4	5.51731160714286	0.126288804782889	0.71562830505339	6.43487	10.72371	3.03043	4.49754	2.90935	6.78621	8.48068	8.22018	4.86556	7.35384	3.50847	8.25643	8.27718	6.69575	6.61814	5.38615	5.67569	2.37565	5.13587	6.04965	4.16651	2.60572	6.88499	3.3523	3.93597	5.09081	1.223465	6.51221	10.15511
ENSG00000105379.9	95.4941037037037	0.168974143313081	0.258252379341612	131.087	81.648	90.2932	60.3075	94.3784	121.077	88.1727	94.2903	74.4916	107.715	82.6054	99.3722	79.8087	85.6695	118.954	87.5249	107.348	79.6255	103.489	87.5954	160.977	89.2894	145.511	120.638	93.4842	81.7819	96.7915	100.5525	120.35
ENSG00000197608.11	7.54293285714286	0.649080440131415	0.00188363849058567	5.706	10.11653	12.8367	7.96489	9.06967	6.93348	9.51534	6.92946	8.37403	3.20924	7.11727	7.24618	6.41526	10.61169	3.07913	7.66904	7.5899	8.26807	8.24383	5.4415	3.62405	7.609	6.10075	6.46192	7.52779	6.92858	12.9589	11.4376	9.05302
ENSG00000146856.14	1.81069496666667	0.321307182499146	0.194971641699417	1.734851	1.747127	1.812822	1.720238	2.47245	1.695656	1.969258	2.00502	1.573503	1.0902262	1.33865	1.724515	2.02589	1.881898	1.542309	1.266665	3.15853	2.79735	1.862592	3.04388	1.661554	2.82651	1.762677	1.182221	1.526244	1.0644069	1.813051	3.46099	1.33009
ENSG00000111667.13	54.9033964285714	0.28506215319561	0.177660865956743	73.5509	56.2116	79.6947	62.6191	31.1615	78.3958	71.6954	89.2862	49.3241	46.4466	44.5519	74.6881	55.3064	64.0153	51.0021	46.6258	60.2593	41.7213	55.887	30.3684	49.5665	48.5078	47.6919	44.3631	48.5328	29.0046	58.9797	71.9385	65.1849
ENSG00000123384.13	247.632113793103	0.264318069051964	0.62024510482474	380.561	464.377	388.363	556.318	66.2938	384.511	405.741	358.236	320.98	142.969	240.135	465.621	183.808	223.016	105.347	327.3	83.907	116.283	141.825	50.7918	50.3363	104.463	83.3858	468.554	133.655	60.4656	179.21	228.276	466.602
ENSG00000083838.15	8.22496892857143	-0.162096920389189	0.349315430962981	11.1301	11.9554	7.6094	9.82636	8.39208	11.7807	9.82034	10.39615	7.78374	7.06458	7.40542	9.74597	9.35301	9.06905	8.92937	6.92524	7.37393	6.70093	8.4472	7.4302	5.28468	7.07621	7.16715	8.85836	7.22065	7.20173	6.26043	7.38743	8.65872
ENSG00000177479.19	31.3119892857143	0.209398057628061	0.152061870792412	33.1593	46.2304	38.3502	35.5561	23.6726	37.5787	36.3201	36.9725	36.3854	25.7012	32.733	40.1405	27.795	31.8322	27.4622	34.818	28.6554	30.1237	34.653	20.9656	24.6772	29.7475	23.746	26.5991	29.5026	22.7671	32.6155	36.1385	38.0675
ENSG00000174136.11	117.915125	0.871352449056284	0.0226765197240183	68.9043	93.3912	249.301	66.5418	35.5691	178.356	100.0779	60.502	92.3794	112.4	128.289	85.2712	41.8742	108.043	60.0266	133.967	142.07	142.468	206.376	118.972	141.571	87.4358	151.636	84.7069	210.688	55.7859	43.8422	220.045	330.434
ENSG00000162419.12	7.78787827586207	0.201132232820184	0.183859038476013	9.21684	8.56616	8.02132	7.55465	6.21921	7.51749	7.04747	10.25844	8.68841	6.20626	9.32943	9.64271	7.04633	9.33467	8.22157	8.64861	6.8429	6.66915	8.98293	5.61242	6.56922	6.5541	6.49324	8.28774	6.16673	5.70096	7.79217	7.74526	10.91208
ENSG00000117115.12	1.60494786666667	1.29368710387318	0.000274754506852807	1.0288589	1.0537942	1.0482365	1.0129326	1.225786	1.038213	1	4.30962	1.155469	1.630797	1.456471	4.31942	1.634516	2.04951	1.900603	2.68374	1.0631159	1.916807	1.186083	1.635318	1.0276041	1.17125	1.0844182	1.46216	1.180401	1.523076	1.485652	5.98218	2.6966
ENSG00000123240.16	92.8500392857143	0.50206740062735	0.0002976643496474	87.2712	103.893	96.9749	83.7688	48.9754	77.8012	105.314	86.2467	102.362	108.437	63.1096	76.851	117.636	84.036	105.664	84.6298	87.8718	109.053	97.0607	84.0899	57.4192	77.5564	78.7797	73.0496	94.7796	78.494	118.914	124.429	134.309
ENSG00000121579.12	84.9228785714286	0.500627786038789	0.0381727866485073	63.9019	113.787	145.82	96.1916	29.7828	84.1361	88.7662	76.3403	123.967	38.7596	93.5861	57.2514	53.6323	66.0081	38.2865	98.952	104.723	92.3035	116.647	68.087	89.0707	108.473	95.8971	68.7623	103.834	61.579	110.952	134.154	100.0091
ENSG00000095637.21	3.15718639285714	0.332750458996321	0.575547325356697	1.191846	4.67089	1.263754	1.537576	1.143452	1.254056	1.877456	6.51379	5.61361	1.145498	4.15319	5.03287	5.37318	1.865856	1.357135	2.74044	15.1073	2.26858	2.69523	2.69426	2.63839	2.07851	1.712103	3.21706	3.19168	9.56479	1.40861	8.65619	1.541217
ENSG00000255730.5	6.10117695714851	0.974344888281975	0.0782559667815265	1.340776	3.91916	1.0611558	1.927294	5.02705	1	2.27575	1.961813	1.703072	1.00000000015816	3.69958	2.18091	1.403174	1	1.26994	2.89494	10.27236	9.99548	10.12089	16.0116	12.769	11.2813	14.8093	17.9778	9.07718	10.23838	10.47022	10.68303	11.4396
ENSG00000197077.13	1.61115214814815	0.601613649942464	0.00135255897881837	1.146056	1.786427	1.500973	1.098432	1.198424	1.641133	1.404362	1.728124	1.718034	1.143369	1.41943	1.32221	1.508778	1.431806	1.308671	1.596083	3.99473	1.740006	1.548326	2.25945	1.319859	1.382115	1.911482	4.08367	1.991641	1.460299	2.96528	2.5594	1.410938
ENSG00000036054.12	23.2287260714286	0.728181117486796	0.00973176135100852	19.3995	34.8626	43.0568	24.4733	5.97027	27.527	23.6458	23.2243	36.6583	12.0036	27.9961	18.8629	16.9463	19.8262	9.26796	32.5921	20.2408	18.3607	38.9089	12.3904	11.8953	24.9886	21.9671	19.0538	27.4065	14.0842	34.3085	42.8082	30.7351
ENSG00000138107.12	101.312428571429	0.0365134031185516	0.757032913691294	116.957	95.9944	96.6885	79.8841	77.4015	103.703	75.6271	106.339	93.9719	102.681	101.855	112.972	96.0627	88.4006	99.3955	94.2743	130.607	114.716	122.569	99.0083	133.742	102.46	118.345	94.7994	106.788	94.3736	89.2241	103.532	118.118
ENSG00000178397.12	17.2489907142857	0.247925772323317	0.128612563786681	13.8594	22.984	18.6144	20.4347	8.27166	12.6173	16.2588	17.4795	19.3658	10.98939	16.1514	12.5733	13.2286	14.1145	10.47895	16.3875	17.0105	20.2171	19.3607	19.0196	16.3091	21.3883	21.8223	14.7384	17.9947	19.3342	20.8046	18.8538	20.5809
ENSG00000135913.10	3.12453317857143	0.425439018422573	0.0343440887482598	1.83376	3.86982	5.0286	4.02116	2.19308	2.98939	3.76058	3.04102	4.24878	1.782365	3.51565	2.18456	2.26859	2.58542	1.702564	3.81995	3.14109	3.5204	3.93239	2.75465	2.90091	2.92645	3.20378	2.45121	3.80124	2.89576	4.95339	3.72568	3.46329
ENSG00000183508.4	1.801132825	-0.223172424596439	0.616493275320214	1.29413	2.29266	4.04796	1.807459	1.122842	3.85716	1.924399	1.442472	1.434622	1.791613	1.226691	1.874341	1.344976	1.40375	1.500578	1.575565	1.445873	1.416323	1.233395	1.134574	2.02299	8.45957	3.86158	1.704425	1.760881	1.209289	1.0232565	2.59806	1.0798546
ENSG00000137944.16	28.507125862069	0.458038706281644	0.060785305772568	19.7945	31.0096	26.8299	37.4628	19.0355	30.9727	29.652	10.19155	30.6603	17.2118	25.4724	16.6632	16.3988	23.1778	13.3577	27.2887	40.3919	31.1541	33.3488	39.5673	34.7018	22.1876	41.3147	24.4303	37.3163	34.0084	34.6251	44.8802	33.6009
ENSG00000187446.11	42.43275	0.141029751568321	0.465889390127258	49.1583	55.253	72.7741	62.0692	26.7751	60.672	53.3755	43.4748	40.1991	25.5625	33.1655	43.4234	33.0606	40.0421	26.6752	34.6201	40.2072	41.1743	46.1761	41.9573	39.2181	41.525	52.0763	43.2744	41.6911	34.4477	37.949	50.1456	50.7485
ENSG00000148019.12	9.62283827586207	0.0910414288293793	0.753478023185566	5.42025	8.46451	11.026	7.78716	4.8241	6.51931	6.33127	9.81357	15.2041	4.84719	15.128	10.91532	12.8799	9.50673	6.4633	13.2677	10.94943	10.39977	15.6018	6.95803	12.5626	10.10202	7.21683	5.63888	10.37177	10.31961	11.3701	12.1528	7.02026
ENSG00000167173.18	11.1130407142857	0.34807791227078	0.0599178880300579	11.1566	16.6876	10.99638	9.33394	7.63903	13.0733	9.97539	9.96683	10.28347	8.37009	11.0316	10.60779	11.5539	9.81861	12.7193	11.24	10.30987	11.8092	11.6014	9.24355	11.6149	11.4095	14.4626	13.3104	11.0396	7.36713	10.98444	8.90402	21.3423
ENSG00000158710.14	494.689222222222	0.147135070067155	0.50122142792871	505.606	516.571	543.892	275.13	329.572	665.825	344.468	335.147	398.936	560.494	415.676	490.929	415.258	579.206	410.655	497.095	586.285	625.323	905.951	556.768	852.573	581.194	669.131	307.022	734.53	387.861	495.856	453.186	674.993
ENSG00000101361.15	43.7151379310345	-0.0581906493298083	0.663553546015227	46.2104	31.5371	42.7644	36.8597	40.4581	41.9537	34.1595	51.5401	50.9397	38.3344	43.9258	53.1838	44.9904	50.8653	55.0427	44.3168	46.2533	47.4532	42.3182	37.3174	49.8681	35.9843	48.1207	32.9721	52.3655	41.5261	44.3407	44.7887	37.3488
ENSG00000072364.12	24.1821989655172	0.542476660852027	0.0743743102281856	13.1211	34.6369	39.8028	38.8335	10.5878	27.6749	34.1918	28.8921	37.5048	8.98447	27.4109	15.0203	13.3147	14.8224	6.826	32.9271	26.834	24.0458	30.4426	17.4754	15.5758	20.7923	19.5412	19.9497	23.7706	17.4073	35.1265	30.5192	35.2518
ENSG00000174891.12	29.8413379310345	0.451710448789469	0.030567900604293	20.4235	42.4258	42.5796	37.5074	16.0745	28.3899	42.3449	32.5596	32.3339	20.7227	26.9072	29.3162	25.3195	31.1318	16.9695	26.576	30.1968	28.2949	42.4993	27.7297	27.6932	16.7863	23.7144	25.813	29.8197	23.3172	35.9401	43.5204	38.4918
ENSG00000150782.11	1.84463581481481	2.31731064280871	0.000666396119665605	1.0510388	1.253208	1.156505	1	1	1.0496136	1.050005	1.151201	1.106213	1	1.0671823	1	1.0555573	1.398941	1	1.165658	1.0810513	1.673462	2.10879	1.474583	1.0769363	7.20957	1.182834	5.39248	3.35693	1.227339	14.7824	3.29724	1.0384784
ENSG00000133433.10	22.0379858035714	0.117400247580509	0.822224841595581	39.9894	15.7193	30.8146	6.63365	32.5387	1.0940525	44.5284	36.6976	18.622	5.7267	18.6455	18.9495	10.42037	10.42905	10.65457	7.22083	33.3432	31.4116	48.3311	25.5888	32.5024	60.8402	10.14524	23.7399	10.52424	21.7195	19.8242	40.5118	10.7374
ENSG00000175054.14	6.56035464285714	0.371717781671235	0.0511706540452305	4.02715	8.12223	10.87019	6.046	5.88088	5.82703	8.22373	4.7738	9.17424	3.60532	7.04907	4.9623	5.96061	5.98521	3.33763	7.7387	7.64385	8.46362	7.51102	5.34625	6.09199	6.99264	6.00066	5.09126	7.43593	7.71101	8.10044	8.57148	8.01588
ENSG00000164649.19	26.8629925	-0.250680378790934	0.463038445501637	15.7252	29.3058	51.3305	29.6476	8.89319	35.7551	26.7821	21.6883	42.0044	16.3988	39.0319	34.1751	27.7225	34.5609	19.2633	38.1634	28.983	25.3799	42.3798	14.2883	20.7024	44.6379	22.6367	19.8645	31.1829	14.0781	18.7326	26.3168	23.8633
ENSG00000175198.15	12.0931146428571	0.502004927702755	0.014306005060956	7.39728	14.062	13.3792	12.2972	10.64975	9.44773	13.0816	8.51007	10.15891	8.24163	8.23734	7.08523	9.81324	9.27617	8.11667	9.98589	14.9542	15.4062	14.4405	15.9492	15.0182	21.3127	18.3515	11.0638	11.2707	13.2281	15.1116	18.7717	15.3016
ENSG00000083444.16	457.085925925926	-0.153056233323227	0.419150487205016	464.351	200.211	441.979	293.205	515.778	445.593	335.073	562.58	424.663	416.406	591.207	389.694	443.24	475.937	377.705	534.026	449.714	434.397	439.54	618.671	400.578	634.785	434.379	776.678	495.664	474.975	601.955	279.643	365.582
ENSG00000136859.9	96.9365333333333	1.0731993452541	0.0100980535633677	98.0521	202.01	100.6623	229.481	118.176	72.2214	240.672	78.3908	80.1863	118.723	60.1997	125.772	50.1028	83.3286	105.75	63.9213	38.0206	66.0367	52.6198	55.8887	32.293	63.4149	99.9412	149.517	80.0263	77.0036	18.0213	213.741	313.266
ENSG00000103591.12	33.2609407407407	0.411915242321481	0.0115674743701966	33.6902	54.2078	42.2696	43.5855	14.3633	36.0525	39.1034	34.8298	37.4992	23.6164	36.5867	32.8749	28.2763	31.9817	23.7769	37.6328	27.3387	28.9996	36.6113	24.8413	25.2131	38.0011	22.8596	28.1948	34.2043	21.9513	44.4815	47.3662	36.2067
ENSG00000156374.14	9.48824793103448	0.138910238863627	0.645662242995883	5.09301	13.5658	9.3081	10.6811	6.53135	6.18886	9.90757	4.6112	13.7824	5.41658	9.51863	4.70899	5.71514	6.55138	5.41823	9.87021	13.6177	13.7753	12.4764	9.01129	12.1145	11.8848	10.31637	7.35003	16.1379	10.5889	7.40654	13.1362	10.47471
ENSG00000121716.19	15.402657037037	-0.0364208042091411	0.905924834019307	14.2017	12.566	13.9162	7.19804	31.7741	11.27	13.969	15.876	12.2731	11.1085	13.8502	17.3434	25.6406	23.7569	19.2629	11.8287	23.8195	27.8114	11.0413	22.3409	9.4614	14.5241	13.1726	12.9081	11.55	32.9129	13.3794	16.1346	15.6672
ENSG00000205726.14	26.204025	0.324295532113829	0.142213380028552	26.9931	35.6602	31.3377	43.6918	13.4803	36.4772	38.9838	31.9809	27.2402	14.6793	19.5205	23.6227	20.6025	21.0012	15.6756	22.8961	25.9975	24.9984	34.9244	17.4282	20.4694	27.7652	27.2578	23.8806	33.565	21.4366	36.5634	32.6399	26.635
ENSG00000109265.13	2.49828400444444	-0.817076994502383	0.271876386800026	1.591381	4.49449	1.328752	3.54829	2.10615	1.723993	1.669741	7.43032	8.42412	1.0509004	7.02248	1.87512	5.26874	3.78358	1.547961	6.72394	2.2086	1.98988	2.37979	1.411902	1.0517111	1.959893	1.23233	2.90683	1.0107836	3.09772	1.00582902	1.625047	1.837834
ENSG00000141458.12	24.6399357142857	0.0256746762132046	0.899475238890311	23.2245	31.0702	21.757	22.3575	29.756	17.3227	19.1251	17.8915	24.6559	19.9812	21.5776	20.6119	37.3712	21.3354	16.34	22.5465	25.5995	32.8602	33.4037	34.2139	24.8158	28.196	22.8085	36.6555	26.6182	20.0913	23.2701	20.2645	31.568
ENSG00000105401.7	174.75675	0.243533208736786	0.17606921504432	180.267	133.407	137.295	101.048	129.181	211.407	103.541	171.232	135.702	156.696	146.165	171.513	159.86	161.316	171.241	138.11	242.949	192.483	189.916	195.604	257.715	218.84	245.923	209.486	193.388	187.934	211.332	193.51	203.843
ENSG00000198807.12	1.24287444428571	-0.0327232329323762	0.83952507541812	1.0439605	1.00899644	1.402405	1.277183	1.375156	1.0591112	1.0207575	1.239532	1.0493497	1.0417974	1.0481165	1.481187	1.0895636	1.138398	1.19159	1.0707551	1.809625	1.115615	1.449933	1.477797	1.544435	6.37225	1.674088	1.0769594	1.332188	1.128203	1.0130431	1.407081	1.233658
ENSG00000169564.6	264.592827586207	0.218218665096263	0.0861499829946266	237.799	201.415	219.704	224.541	267.505	230.07	231.331	212.066	213.348	243.413	204.239	272.332	256.165	260.781	280.394	215.635	276.807	315.745	308.116	274.761	336.97	318.628	304.045	276.968	306.887	275.467	264.625	311.345	332.09
ENSG00000270170.1	22.4954259259259	0.370810820322374	0.00161355770719325	21.1862	20.8305	19.4524	20.5686	19.0407	18.5241	24.6605	21.3466	14.6416	19.9231	16.3406	20.9576	19.8871	20.571	24.4184	17.5972	27.7759	24.0168	22.1483	23.3361	31.159	28.0109	23.0963	23.0964	23.2286	22.8496	23.6711	30.2874	30.5545
ENSG00000069188.16	1.62678742962963	0.121081416789004	0.731659504431925	2.48079	2.67697	1.073326	1.110208	1.0491482	2.17794	1.84298	1.0719717	1.405257	3.9336	1.154656	1.742958	1.747493	2.24347	3.23946	1.226682	1.0797018	1.313759	1.876264	1.0566917	1.787042	1.143497	3.74307	1.0900783	1.798409	1.278005	1.124117	1.0360159	3.09637
