gene_id	mean	log2foldchange	p_value	 10DG0934	 11DG0060	 11DG0268	 11DG0165	 11DG0840	 12DG1794	 14DG2098	 15DG2154	 15DG2530	 16DG0559	 16DG0676	 16DG0790	 16DG1353	 18DG0180	 18DG0295	 19DG0151	 13DG2283	 14DG2019	 16DG0144	 16DG0518	 16DG0932	 17DG0349	 18DG0348	 18DG0464	 18DG0603	 19DG0230	 19DG0152	 19DG1391	 19DG2599
ENSG00000152234.15	315.851428571429	0.104994573845753	0.545821275706503	266.933	346.812	366.189	300.266	194.677	462.819	342.083	273.965	310.424	265.28	259.096	303.063	263.176	279.905	272.549	261.301	356.982	309.136	416.907	273.845	415.753	435.365	433.874	298.053	361.918	225.379	348.222	371.974	290.713
ENSG00000079101.16	1.17251949285714	-0.170638046273742	0.348023168788952	1	10.48512	1.121776	1.118837	1.48497	1	1.163969	1.100143	1.104785	1.0133009	1.51537	1.0303693	1.112294	1.152293	1.0161122	1.101206	1.117473	1.374061	1.0712053	2.06104	1.102975	1.409966	1.289633	1.025653	1.0702051	1.109932	1	1.162977	1
ENSG00000141298.17	9.84733785714286	0.325275308215196	0.0294893363404161	9.51617	10.52474	11.9765	9.17936	7.18247	13.4516	9.8818	8.1859	8.79529	11.9786	7.36955	7.61657	8.2412	7.78131	9.88527	8.79244	10.77174	9.5715	9.69555	10.37716	14.6489	11.3679	9.82591	7.10869	11.4653	9.14613	11.1784	14.7218	10.13661
ENSG00000116205.11	3.27144142857143	0.0973197494225979	0.526139685178941	3.30534	3.39144	5.02562	3.74653	2.52737	3.99377	4.1083	3.5055	3.40446	2.22329	3.08678	2.9267	3.49038	3.27438	2.43794	3.21176	3.48353	3.13995	3.84296	2.60817	4.4087	2.9894	2.92665	2.19233	3.80372	3.14972	3.33162	4.16739	2.92228
ENSG00000112562.18	6.44259547037037	0.920381890821496	0.411293867138764	2.54622	1.161056	1.548228	32.4153	1.0806096	1.0956252	27.3303	1.0145523	1.203727	61.0082	2.39079	63.3716	2.60417	2.01587	36.6911	1.464309	4.12797	1.21191	1.19077	1.239726	1.0894856	1.021868	5.01439	1.28623	5.00496	4.92147	1.008841	18.1349	14.1357
ENSG00000109917.10	25.8876296296296	0.251045601174955	0.0644144167039677	22.2925	20.177	24.4055	22.7041	21.9301	22.4687	20.8064	21.8238	26.3109	20.6803	24.451	26.2833	26.5105	25.8595	25.292	22.7006	33.381	33.9031	28.8593	30.0957	42.3004	41.2641	27.0532	21.0933	33.642	25.7295	33.5843	29.7944	27.134
ENSG00000100410.7	48.4752285714286	-0.0164083328323875	0.884661653987935	49.2304	56.2226	48.9788	38.9817	43.3409	49.058	41.2592	38.4563	50.963	39.6608	47.4371	48.6861	48.2622	52.3554	48.632	48.8495	49.1964	52.8911	60.1039	44.5803	70.5122	55.6127	53.5855	37.2382	59.7873	49.9815	43.035	52.2759	48.6446
ENSG00000177602.5	2.14122825925926	0.338265467977367	0.158022375014338	1.3382	1.340364	3.35507	1.819989	1.157258	2.16036	1.828868	1.834355	2.12177	1.816329	2.59652	2.26537	1.973295	2.26214	1.673514	1.819913	2.68578	2.92379	4.21655	1.709326	4.17393	3.04755	2.19484	1.429969	2.87901	1.690161	3.25351	3.06815	1.567762
ENSG00000198198.14	6.13085178571429	0.216760397566012	0.338609018133874	7.79893	8.16628	8.47019	6.90939	6.16491	9.80346	7.35343	7.32748	6.56227	3.79583	5.43426	8.18105	5.84251	6.60846	3.93582	6.67	5.17104	6.05467	6.03363	3.62004	3.42016	5.2823	4.94294	7.36476	5.72958	3.81448	5.16807	5.71633	10.12504
ENSG00000132386.10	295.726285185185	0.605478867589513	0.264564504299471	465.504	557.447	311.329	1120.16	941.698	315.156	512.443	237.013	127.232	206.424	127.587	376.965	291.324	445.644	688.178	115.691	17.8364	176.183	58.5915	88.4506	134.939	233.68	103.133	375.838	524.735	217.387	86.3802	886.768	302.751
ENSG00000121361.3	4.35289827586207	1.2438531302958	0.0019447777559902	6.79443	4.0627	2.61796	6.45675	5.32565	5.59004	1.666135	1.292999	2.80846	3.06398	1.273452	3.99557	1.290889	2.7624	1.157467	1.777745	3.68064	7.00336	2.99856	1.269713	7.71122	2.36172	5.15861	6.75112	6.22996	4.04043	14.3255	9.06076	3.70583
ENSG00000263528.7	7.31986965517241	0.0132902664978341	0.955086915362762	6.47821	6.63267	7.00939	5.42484	6.1127	10.43374	4.3636	7.26707	5.97122	3.80256	5.1649	6.42517	9.99626	6.54826	8.37749	5.47689	8.541	11.092	10.69547	6.37158	7.83256	9.12115	7.43995	6.81401	10.18542	6.55647	9.20081	5.87506	7.06577
ENSG00000166938.12	7.58965214285714	0.173364328868324	0.519641698743116	6.1399	13.4446	12.5071	10.76768	4.73107	7.57659	9.75542	7.61267	11.3774	4.63015	8.80573	7.68751	6.89159	7.53219	4.83351	9.03892	6.33285	6.34872	11.6689	5.21846	4.56947	6.07887	5.401	7.65826	9.19199	4.82462	5.53831	10.65833	9.13305
ENSG00000089157.15	3840.06333333333	-0.359003041629617	0.00675292770113011	3554.52	4742.77	4091.12	4209.95	3455.96	3904.08	4190.12	4232.55	3968.73	4177.32	4335.43	4391.7	4106.54	4506.17	4636.32	4203.93	2553.29	3457.94	2997.7	3185.86	2636.23	3447.15	3701.02	4253.89	3375.98	3347.25	2580.23	3173	3454.48
ENSG00000139146.13	11.8880355172414	0.334389929977021	0.369639573375081	5.57315	8.62142	10.56094	8.18842	4.31487	10.65914	7.22559	15.5166	13.7091	2.91863	15.3381	6.50245	11.9903	10.87483	3.85731	15.2825	13.8513	20.4068	16.2235	19.5028	13.3937	21.3429	10.25845	7.69035	13.0184	14.1461	24.9189	11.0148	7.85168
ENSG00000125954.12	1.32653927857143	0.0970805705499381	0.495537233841763	1.0747319	1.265833	1.723818	1.523057	1.448647	1.631675	1.834063	1.0744533	1.388439	1.193674	1.50204	1	1.227607	1.340399	1.303858	1.197462	1.391422	1.103722	2.23435	1.0905906	1.190507	1.119369	1.630974	1.367089	1.184116	1.110437	1.330612	1.504961	1.389543
ENSG00000259803.6	1.16613214814815	0.117188728205672	0.481462712880321	1.0581841	1.0187447	1.0441214	1.217067	1.787157	1.116795	1.109718	1.0332746	1.0326965	1	1.0785966	1.170831	1.286364	1.47038	1	1	1.0834713	3.09041	1.0801646	1.553537	1.392023	2.73588	1.0194364	1.114329	1	1.059592	1.696372	1.0627128	1
ENSG00000173226.16	12.1100207142857	0.429109731669821	0.0152664973313547	7.63681	11.6612	13.9605	12.7145	9.70596	7.40829	12.9195	9.8442	12.1867	9.79078	12.9919	11.0771	10.3682	10.8032	8.70815	12.3058	16.804	15.6744	13.1822	15.7757	11.1631	12.467	12.9485	7.08949	12.729	18.2817	14.8366	13.4683	18.8595
ENSG00000082397.17	16.3678018071429	0.0314111186446985	0.950173322711012	28.5321	16.3558	35.8916	29.3014	8.34616	37.3475	30.1991	8.79212	15.1622	7.43408	12.1487	23.3137	8.21729	24.7536	6.60638	11.4385	17.0404	17.965	23.9381	3.44012	9.46214	19.4041	15.997	13.3516	16.8083	4.3328	1.0860606	19.8452	29.1349
ENSG00000166263.13	2.98211168965517	0.326591677664131	0.0867239614676114	2.35299	3.46432	4.24847	4.0589	1.878173	3.02016	3.92632	2.89829	3.64226	1.66881	2.56892	2.28329	2.28994	2.64153	1.944989	3.40309	3.01971	3.17804	3.8946	1.978287	2.51058	3.06199	2.94823	2.77572	3.08179	2.81001	3.70639	3.99917	3.22627
ENSG00000135974.9	15.6680518518519	0.274047429902853	0.0809456107392206	15.8598	21.3973	21.7553	27.3235	15.8905	16.4926	24.4533	17.971	20.6983	12.78	13.7461	16.4611	15.2936	17.268	13.8319	15.7731	13.2371	13.056	16.6399	12.4486	11.2444	14.6201	14.0136	11.2369	14.1392	11.6369	18.1363	20.1096	17.3002
ENSG00000244038.9	365.040448275862	-0.0733324583217635	0.666075645013045	371.64	292.374	365.372	323.254	376.726	495.966	353.883	399.352	294.88	261.176	319.24	311.497	352.643	379.111	290.414	287.995	439.288	329.842	421.089	451.374	413.575	464.695	404.847	412.649	457.089	269.991	453.585	313.227	279.399
ENSG00000172058.15	5.72934655172414	-0.270226039697914	0.415861492068416	7.33497	5.54565	4.97988	6.19672	8.36558	7.89626	8.8262	3.93628	6.58553	6.90879	4.82451	5.30831	4.93765	3.99751	5.96674	3.19519	6.42784	3.48121	7.83827	2.19396	5.81019	4.88711	3.75016	5.20812	8.39225	8.84766	3.53699	8.48779	2.48373
ENSG00000058085.14	3.167519	2.96734855105168	0.000573441956512301	2.48436	1.41466	2.03473	1.361677	1.624421	3.32909	1.582811	1.723814	1.561155	1.433644	1.213953	1.787962	1.64084	1.62107	1.509867	1.706776	1.338049	2.26242	2.64171	1.471969	1.478917	7.17325	1.509175	2.74298	2.39429	1.881402	35.8744	4.44675	2.61764
ENSG00000175538.10	2.22159148148148	-0.591183894774984	0.16053982866967	4.05127	7.75298	1.892435	4.07045	1.866528	1.848211	8.14657	2.90308	1.582841	3.62248	1.858351	2.55855	2.52349	3.33345	1.557886	1.885722	1.0430558	1.986658	1.929573	1.760148	1.283579	1.824029	1.38647	3.97453	1.934702	2.70974	1.0987722	1.510213	1.986756
ENSG00000165626.16	6.74094259259259	0.0616941595735433	0.818362553645526	8.50136	8.59602	9.1586	12.5153	9.43411	7.78324	8.60736	6.95055	5.76199	7.62151	7.41086	8.11285	5.50756	5.87682	6.46147	7.98769	6.66221	9.43403	3.42905	5.35464	4.39588	1.675216	4.21785	3.28527	4.2298	6.22032	4.77419	5.27277	10.95745
ENSG00000143322.19	9.50483206896552	0.124608321368322	0.612343607383749	5.57011	10.73172	14.3714	10.06101	6.23655	11.0672	9.85368	11.2251	14.3819	5.61022	12.5527	7.75123	8.40052	8.05518	5.34724	14.7587	8.40167	9.82306	12.9853	6.55696	8.8045	8.27023	6.84063	11.5682	8.39435	7.22136	9.55047	10.32893	10.92001
ENSG00000131143.8	735.13825	-0.0660999445613298	0.613299941308532	664.038	649.323	577.088	686.528	935.083	622.55	759.743	722.62	551.89	881.826	585.163	698.404	774.895	742.549	873.014	592.616	797.96	791.825	744.15	939.987	858.012	782.738	712.15	799.8	723.113	1015.28	637.468	731.993	747.345
ENSG00000099795.6	291.969178571429	-0.385795736702216	0.0416498852257911	313.152	248.407	267.813	223.949	350.929	338.527	246.945	384.251	249.511	408.876	278.997	369.758	362.638	387.477	437.378	260.567	272.77	245.003	313.986	271.075	363.59	255.68	283.637	263.661	252.455	273.813	188.501	232.427	266.742
ENSG00000147872.9	70.2873896551724	0.0548835567029441	0.817027948312524	75.2286	102.981	103.456	79.3836	44.7971	70.6611	96.3082	67.705	51.4363	65.7199	67.1934	67.5518	54.3663	66.9241	57.5443	64.2808	82.629	100.872	71.6753	60.2316	81.6716	50.0762	73.7825	51.8919	62.5225	49.2809	33.2601	77.9282	106.975
ENSG00000240045.1	1.07262603571429	0.0291854493654869	0.65187345119658	1.0360858	1.0864744	1.0532513	1	1.100026	1	1.170654	1	1	1	1.141035	1.0813684	1.0574549	1.0682356	1	1.0609207	1.205947	1.102501	1.177385	1	1	3.48833	1.14437	1.0363268	1	1.235029	1.0383161	1.238148	1
ENSG00000133835.14	44.1126592592593	0.603783874826553	0.000989240591057991	32.2443	58.012	64.6702	41.5813	17.6356	54.9909	48.5803	41.656	47.786	28.5596	38.7307	48.566	38.9359	43.3658	27.6614	36.1721	54.0257	38.8402	55.3642	26.0818	39.4328	47.3801	33.5392	38.4672	48.7334	32.2004	69.6286	71.7617	48.7442
ENSG00000157800.17	31.3238034482759	0.406445190441553	0.0188551783281892	23.1612	36.8241	36.5152	26.9309	33.4235	20.8455	30.5443	23.3447	28.4368	19.3478	30.3701	23.855	24.0217	25.2911	20.1404	31.2837	37.1084	34.4703	31.9827	36.7863	35.1501	38.1714	34.6146	25.0212	39.003	41.2514	37.1219	46.9915	36.3815
ENSG00000129515.18	83.3888178571429	0.930928369231105	0.000366760684119452	51.03	98.2827	137.187	92.0779	32.4857	71.4361	103.244	48.2936	100.3887	44.9038	70.4537	48.1844	54.1235	56.6846	41.5531	82.6781	89.8596	90.6812	127.757	67.75	61.6631	109.583	100.9172	74.0251	117.528	64.5822	179.859	156.446	98.4156
ENSG00000115318.11	45.3920871428571	-0.0184205813661083	0.964708937132768	123.129	95.4609	17.015	35.0009	38.3901	53.9405	37.6107	25.0315	63.0926	62.0789	39.4206	40.3792	16.9344	41.0507	75.2214	26.0014	7.58324	49.5456	67.4891	43.759	39.2822	84.4655	39.6383	39.6519	53.7229	44.5803	23.2875	39.8056	71.5385
ENSG00000248144.5	1.24664090357143	0.629718623205991	1.11922215857036e-05	1.14886	1.180214	1.612564	1.664625	1.210067	1.0939123	2.22013	1.0850547	1	1.402074	1	1.295961	1.0222262	1.340325	1.258605	1.0486366	1.130894	1.173014	1	1.0347886	1.0297335	1.0490855	1.111492	1.241461	1.225787	1.0804289	1.532133	2.19219	1.741813
ENSG00000109667.11	2.84460014814815	-0.514833578208852	0.15671364716126	3.05249	6.84531	2.85368	6.20756	2.10576	3.12434	2.51034	2.20399	4.05363	5.12446	3.57392	4.46994	2.47947	2.67579	2.36316	3.58405	3.5421	2.79885	1.658817	2.20658	1.55501	2.21487	2.60536	1.860084	5.33215	2.67674	1.275133	2.19371	2.70978
ENSG00000063854.12	45.779875	0.247580558079328	0.265355030907346	45.0163	40.6747	27.679	33.6995	54.0131	30.1329	44.0105	46.4979	31.5314	69.972	38.5671	63.6389	47.3619	44.7858	77.0803	41.3746	52.8424	54.3029	38.0754	56.4535	55.2917	23.1591	29.557	46.7141	46.9302	59.7093	42.4581	46.8075	70.5797
ENSG00000113761.11	10.626265	-0.0231589831763106	0.864794309319114	13.3669	12.8467	10.51585	12.4772	8.77073	11.3457	12.4322	14.7668	11.1417	10.11249	10.58923	12.3296	11.1618	11.4811	10.77698	11.797	9.41889	9.2985	8.91631	9.49081	7.89522	9.44673	8.97033	10.8153	10.32205	10.39134	8.22591	9.15705	14.0418
ENSG00000168876.8	8.65075222222222	0.402126371492132	0.0535041833210549	6.55824	16.5503	13.0906	9.06538	8.22235	6.484	8.61089	5.3305	14.751	4.90235	10.5868	5.76906	8.27199	7.92038	5.36204	9.16578	8.69036	9.40059	10.57685	8.66902	6.68886	8.58604	8.74989	6.19999	12.5495	11.0068	11.5792	12.4687	9.06415
ENSG00000184056.14	7.71870172413793	0.075019804025787	0.723242515139875	9.23653	10.784	8.13794	7.21121	5.22583	9.26658	6.6945	9.29437	8.67141	7.40744	8.81754	8.50214	7.67598	8.78564	5.12725	9.3621	10.54224	6.27768	8.75476	4.99848	5.56144	9.37912	4.36752	8.27928	7.0815	4.14174	6.62252	7.45694	10.17867
ENSG00000076003.4	22.847125	0.270085887117815	0.330993139246489	15.8893	24.5315	37.3065	21.3299	7.7848	22.8521	22.8675	15.4963	25.4198	11.1944	25.9693	22.9521	19.7508	23.7289	13.6563	20.0563	26.7475	26.5434	36.7694	15.4621	46.5206	31.2353	26.516	14.0971	33.008	17.6861	26.3164	35.7239	18.8285
ENSG00000084764.10	14.8076039285714	0.197060357687981	0.151176072930536	14.6529	17.7161	15.1298	15.3037	15.507	10.32891	16.0158	16.0654	12.429	20.1794	12.1462	14.8902	12.0652	12.488	18.8171	14.3164	17.6416	13.7218	11.7463	14.9108	11.9964	11.7011	17.5012	17.1587	16.2714	13.9536	15.3431	14.4586	20.3366
ENSG00000266412.5	92.8613142857143	0.214712878961836	0.304258472057604	81.2771	138.778	131.12	113.02	25.8875	91.2545	128.571	97.3275	110.44	54.591	85.1141	87.8762	72.1138	75.6151	49.3976	97.0216	92.0662	73.9107	109.509	69.3779	76.981	73.2116	102.794	95.3104	111.593	64.0209	85.0976	116.634	116.093
ENSG00000205129.8	2.70718524137931	0.993467439543074	0.00131180963900923	1.861173	1.797829	2.75965	2.28749	3.17484	1.369658	3.06514	2.32792	1.926617	1.49449	2.3751	1.956458	1.874611	2.90362	1.638354	2.7145	2.84978	3.01544	1.669752	3.55918	2.02421	2.73927	3.78242	2.8318	2.46073	3.3821	8.73415	3.29725	2.63484
ENSG00000180694.13	10.0143189285714	0.786043955326353	0.00154928148215004	6.98201	18.1528	14.0842	14.8116	3.91408	10.23999	11.8052	6.93723	12.0895	5.21166	8.56768	7.03662	7.60701	8.85555	4.44745	9.49144	9.31827	9.75844	12.7709	6.86814	7.5727	13.261	9.4687	11.6457	12.0476	7.53487	19.0352	18.3011	10.73709
ENSG00000134897.13	17.5089	0.459450110797115	0.102644777490507	9.59685	29.9725	25.6941	17.3129	8.98473	11.4979	18.6437	12.1844	20.6515	7.7651	16.1828	10.10646	14.2139	11.0718	9.02426	16.8975	20.3654	20.8981	20.3151	18.9378	18.0837	19.5713	23.7577	13.687	25.3975	30.454	19.0109	32.1386	18.2857
ENSG00000169019.10	19.4875496551724	0.485486915188119	0.0244361220580521	12.8959	19.7254	27.1904	21.8676	9.54461	16.5883	26.4006	9.79833	23.043	17.0388	16.9932	12.2052	17.2852	16.2939	14.8851	19.1929	22.1475	23.4634	23.8649	22.084	14.4625	21.9521	24.8627	14.1404	22.5226	16.0921	29.5342	31.061	18.0031
ENSG00000150316.11	45.3118884615385	-0.0464238369035068	0.708134125019653	42.7894	40.7239	41.2968	51.9658	53.8505	37.1959	51.5892	43.2502	40.7768	47.1764	34.1175	45.4512	48.8115	42.5904	56.5168	37.4113	47.4561	50.2046	45.9854	43.5242	63.383	46.3252	42.6621	28.4415	54.3241	66.7514	39.6771	54.6974	37.7393
ENSG00000153714.5	37.3069507407407	0.799826414130166	0.0329282144043288	75.0243	30.326	57.4577	87.8776	57.8489	27.5639	58.1016	41.794	36.8384	38.3905	20.8077	90.1366	16.2432	54.104	42.6408	28.5722	19.0803	36.3692	20.7151	29.971	12.0906	9.74347	25.3374	19.8428	34.06	34.3422	36.5364	45.1111	98.3749
ENSG00000145833.15	20.0490824137931	0.346777204092095	0.21296357133864	12.7224	24.8787	30.2058	23.8826	10.47026	30.2784	30.3403	21.898	28.2712	8.39134	19.7116	18.5563	13.7499	16.4432	9.05707	21.0667	20.7947	19.0076	27.8705	13.0763	19.4554	24.8365	18.4184	10.65772	20.2139	12.7696	31.1615	26.1255	17.112
ENSG00000198169.8	15.7794035714286	0.14435603045711	0.34260836549765	14.3171	15.2326	15.8744	15.6537	29.0385	13.9368	16.8107	13.9791	14.7036	11.1123	13.1732	13.7745	15.9176	15.6844	14.4416	14.6765	19.4611	19.9238	16.5109	19.1817	11.3553	16.1513	16.1689	10.2963	18.9167	22.8326	16.229	18.4124	17.0952
ENSG00000135390.17	494.973481481482	-0.509389901257925	0.000660446238093575	465.712	577.706	466.21	305.416	552.668	596.186	316.306	477.873	504.601	413.545	570.546	485.918	638.831	561.472	562.784	546.506	412.669	456.821	438.567	561.742	508.83	611.351	478.851	435.048	422.131	538.871	331.742	375.705	371.398
ENSG00000166825.13	297.987296296296	0.21425397184463	0.634564686758483	343.776	246.18	857.807	213.05	129.511	750.361	310.083	154.562	157.998	229.653	90.722	290.592	182.889	417.125	262.132	149.558	252.156	210.468	369.811	233.091	361.126	562.432	790.15	347.811	618.485	143.123	204.799	407.531	406.632
ENSG00000143353.11	5.2909775862069	0.166496534082036	0.36778647772711	3.50433	6.99231	7.28868	6.28464	5.22464	5.18773	6.68858	3.10196	7.03517	3.8334	5.03191	4.2378	5.28511	5.04483	4.83037	5.97574	5.02345	4.86376	4.99131	5.09128	4.57067	5.21709	3.98843	3.95402	5.40049	7.19861	4.99804	7.13216	5.46184
ENSG00000070423.17	28.3635785714286	0.111280050542506	0.50972971366531	22.7458	18.8252	27.4506	21.4074	29.4193	26.4275	21.3767	27.0526	20.5637	23.4714	25.9471	34.6052	23.2537	27.4688	30.0764	24.8816	36.3324	33.8247	30.7094	31.1927	48.8031	36.153	32.8507	34.2778	36.4614	26.2742	26.5231	25.9617	38.6461
ENSG00000214309.4	2.88224185185185	0.1391919666305	0.214961309205952	3.11697	2.33126	2.4765	3.57988	4.0705	2.7564	2.81222	2.61157	2.42632	3.44053	2.76239	2.67652	2.76247	3.09403	2.48149	2.68141	4.05433	3.05097	2.73581	2.93904	3.46416	2.91361	2.82931	2.89275	2.58128	2.98708	2.38229	3.23374	3.80053
ENSG00000177374.12	23.8321607142857	0.963842081526104	5.54041147199961e-05	15.0786	25.2607	33.1327	43.8795	28.1129	18.9617	21.1962	19.6634	33.0205	13.7125	16.2684	25.1845	18.3	18.7172	20.0144	15.3423	11.0083	37.4233	14.9698	13.857	20.9324	26.5367	19.6451	23.825	23.4339	27.1385	30.6232	47.6282	48.3131
ENSG00000152402.10	2.22708771428571	-0.383753254940453	0.309947999717824	1.615398	2.04588	6.08565	2.10806	1.510088	4.16573	2.36926	1.972677	3.56185	1.406259	2.06963	2.18551	2.75626	3.68057	1.510481	1.952424	1.835873	4.30499	1.940504	1.420285	1.677229	3.03147	1.849209	1.489084	2.92463	1.722878	1.054347	2.18728	2.0106
ENSG00000149089.12	17.2428592857143	0.357231964661439	0.100618018677664	15.303	16.5889	18.293	11.3486	14.7237	16.5632	14.5159	17.4607	19.8646	20.9526	13.2677	12.9744	15.1671	15.155	20.5767	8.80759	16.6185	22.8826	27.3482	15.9544	19.6122	20.9317	24.3237	10.90357	23.1173	12.5673	30.6517	19.1796	14.4948
ENSG00000140829.11	27.8632071428571	0.310209986135992	0.00256680728347743	26.2857	28.5026	25.8663	23.7815	25.3305	32.102	26.4761	31.3339	25.2474	21.9334	26.5315	30.2515	27.7338	29.2471	23.6175	27.1407	26.8682	25.8109	34.4412	24.8107	25.5853	31.1678	31.5209	31.3986	25.2093	25.3719	27.411	33.872	39.7617
ENSG00000106605.10	77.4605928571429	-0.282870546840913	0.121652775173511	65.5937	64.9694	76.4947	59.3586	65.1342	65.7743	65.9665	67.507	82.8369	105.688	92.2114	82.4757	97.2483	77.1829	85.8511	78.4449	96.6186	76.6057	93.2361	97.7546	112.169	74.2525	66.3791	52.4116	81.0061	103.173	54.3552	78.1581	62.2084
ENSG00000189091.12	24.1773303448276	0.281239399690019	0.351143429384968	17.6891	23.5201	37.4039	37.9085	10.22438	37.4871	36.8646	35.2234	30.3688	12.179	23.8766	21.9957	19.7282	22.663	14.1532	27.6977	20.2275	18.0719	38.1193	11.5793	19.705	22.5869	17.3547	24.9965	20.5082	12.7862	34.1632	20.9445	31.1161
ENSG00000113119.12	5.332095	0.243772927996023	0.0944861709905052	4.96658	3.58179	5.99108	4.63182	4.39092	5.26228	5.23643	4.81647	4.12079	5.59141	4.07093	5.86916	6.63541	7.33707	6.46228	4.00228	5.58677	5.60512	5.08575	5.51427	6.46109	5.15881	5.73262	5.11241	4.81752	6.02006	4.23226	7.15242	7.18993
ENSG00000122642.10	438.807857142857	0.241795767355441	0.280567747230412	487.76	402.36	309.387	426.372	229.381	507.984	512.519	457.997	402.417	482.18	478.332	540.622	288.778	370.673	463.52	369.673	652.505	381.508	339.244	701.379	397.166	267.277	581.73	432.208	642.686	335.566	299.837	566.509	660.429
ENSG00000119185.12	90.4989285714286	0.298384988526849	0.0658019048248904	76.8308	93.6866	111.002	117.423	71.5223	79.9843	142.756	78.1561	85.0036	97.6779	65.7631	98.7294	89.5067	95.9846	101.14	73.3616	76.551	75.8386	106.678	74.2109	104.909	101.69	100.2477	63.7721	91.1632	77.2816	112.269	141.827	71.7599
ENSG00000116991.10	8.87505789285714	0.504477444187409	0.322521891789759	7.91693	19.1509	5.72054	3.17482	1.504655	9.48186	33.634	5.05064	10.64261	13.947	16.2993	6.73239	8.67264	15.4399	8.58132	11.5145	2.35476	3.70457	13.6148	8.63635	3.26353	4.15086	9.89603	8.87871	10.19178	3.83084	1.211316	8.45887	26.4792
ENSG00000197647.11	5.12834428571429	0.411372983760338	0.00114156508626714	6.33784	8.5571	4.38652	5.46783	5.2676	4.57546	5.78702	4.3857	5.1861	4.29275	4.64542	5.6659	4.17405	4.03897	3.50153	5.25757	6.43746	4.86459	5.38568	4.19815	4.83705	4.91102	4.14171	5.37425	5.0251	5.68568	7.41556	6.30893	6.0382
ENSG00000186567.12	5.8817262962963	0.0708838536075004	0.800614683117406	7.34201	13.4383	5.44648	7.11745	17.7165	5.19164	5.98671	5.47185	5.11917	4.37192	5.81127	6.78669	5.36324	7.02284	2.86987	8.02432	9.28723	8.62015	2.89329	8.92611	2.13391	5.20425	4.40876	5.79483	4.30174	6.88022	5.6116	4.47509	8.34397
ENSG00000169692.12	45.5058357142857	0.0995844014369607	0.583441763136485	55.9337	43.4765	31.8789	32.4287	47.1229	32.3647	43.5643	37.8514	28.5781	59.0327	23.7125	44.8699	40.4173	43.4055	52.929	29.6795	52.4332	46.4464	44.6299	53.238	60.3178	45.4084	58.347	47.1205	52.5864	44.9405	40.1603	42.649	62.3529
ENSG00000148308.17	33.5808892857143	0.0433386987122126	0.631289270106911	29.8522	31.7284	30.9371	30.671	30.4028	35.4194	31.1846	39.2598	31.7367	31.2458	32.4769	38.1053	32.3624	34.2362	35.4459	32.3294	36.4897	36.2055	39.9057	33.9114	41.5984	33.8638	32.8676	32.1337	33.9712	30.0456	26.6326	35.0501	41.7941
ENSG00000144802.11	16.1448951851852	0.399010017390854	0.357327541065757	15.5242	11.3044	8.29703	30.0171	41.2661	9.24369	10.25082	15.5414	13.3042	5.95659	15.6741	14.9008	9.44065	11.5974	4.45474	11.6977	32.0236	28.0584	12.7615	32.8737	9.96582	50.5183	11.3433	23.9763	14.8703	21.1519	34.6001	18.6245	8.45793
ENSG00000097007.17	71.5442107142857	0.157517843951012	0.223053138104259	59.1624	82.8689	65.6902	77.3121	59.436	78.9653	70.8069	87.97	73.431	50.7856	73.5726	73.0352	58.2936	75.1316	52.9471	77.3016	66.2198	82.7898	66.3507	64.9646	46.6965	73.2275	64.8997	91.2244	74.3029	66.0773	67.1689	73.2497	96.0525
ENSG00000163626.16	3.70121820689655	0.490858446695198	0.0191609710792391	4.4866	5.26516	4.80289	2.78263	2.26375	4.41304	2.93624	4.16623	3.74549	2.03393	3.61931	3.63395	4.26951	4.90791	2.86454	4.30219	3.38465	2.65842	4.75028	2.26405	2.32318	3.76113	2.89205	3.8545	4.01162	1.966198	4.37604	5.50698	5.09286
ENSG00000162458.12	76.7393607142857	-0.202623460772032	0.462159087438835	78.8327	134.299	31.8377	50.6724	63.4032	81.4591	47.4811	114.423	103.165	74.7486	84.284	87.0327	96.5741	60.9315	49.7944	89.6112	94.1543	117.618	97.6178	84.2033	60.9093	101.533	46.6612	62.6152	72.2343	94.0041	73.6857	46.601	82.6142
ENSG00000279986.1	1.397687547	0.356599208477831	0.286211704042986	1.362671	2.76437	1.501873	1.601464	1	1	1	1.375167	1	1	1	1	1.000459969	1	1.514191	1.857997	1	2.86285	1.410914	1.448141	1	2.10678	2.22498	3.34064	1.361958	1	1.0774978	1	3.1291
ENSG00000266028.7	31.4649071428571	0.199057987855508	0.401618731523165	31.447	34.6832	54.2349	36.5678	24.5679	47.1089	48.1776	41.8731	37.538	21.9626	30.5389	38.9383	31.708	37.1281	20.9145	31.5019	24.9434	25.1397	36.3499	22.8327	18.1236	28.4353	25.2098	33.1377	23.6812	21.8389	22.7514	32.8873	51.0307
ENSG00000117298.14	65.2923428571429	-0.339849055225953	0.285915755736913	48.0169	121.487	101.244	77.879	34.837	96.9603	107.918	58.3429	55.425	65.0227	41.9494	80.3684	69.2194	84.9578	74.2833	62.2108	57.2749	52.4448	94.9977	45.7845	54.4555	63.4964	68.2876	63.2727	84.0149	27.1943	25.2027	59.1411	73.9836
