gene_id	18DG0778	09DG00934	15DG2630	17DG0832	14DG1171	18DG0120	19DG0060	17DG0977	16DG1333	16DG0662	16DG0744	18DG0147	15DG2234	16DG0328	10DG0840	15DG0371	16DG0991	19DG0555	18DG1094	18DG0734	16DG1068	14DG1686	16DG1048	19DG0591	17DG0969	17DG0444	18DG0638	10DG0792	18DG0717	15DG1349	15DG0678	16DG1186	18DG0646	15DG0918	19DG0152	14DG1661	19DG1391	19DG1424	19DG2599
ENSG00000135926	-0.379260575314425	-0.498071478356665	0.212287988441025	0.869446393873554	-1.07507976286082	0.901090511911326	-0.141874962355659	0.357500674291769	-0.0100503941673557	-1.63576767845892	1.21556149597212	-0.410587848915264	0.555228885362308	-0.552263398688237	0.988430121154122	-1.15067308470529	-1.00404900090821	-0.166289266423397	0.488703075222094	-0.445440736977984	-1.106165082528	-1.34964563029179	0.23340711036465	-0.208798268244028	-1.22115656990321	-0.527319100289629	-0.203676909981588	0.922831801092932	-1.07203229545832	0.280202153295804	-0.570306249169633	-0.887582746699276	0.361723346514905	-0.0996079144686873	3.61127413090026	0.142167434143598	0.852492336093622	1.67653558686317	1.04681590966911
ENSG00000106701	-0.552887906303124	-1.12017390461952	-0.633591484207003	-0.302634776814567	-0.0571535066528132	-0.90963631617266	-0.0684745128573385	0.162394088357655	0.446155398077673	-0.300623497263601	-0.728460780046317	-0.667231120618266	0.424386254702506	-0.856919758948569	2.70007676572221	-1.3489944185532	-0.838513264652731	-0.601255893099373	0.231595250528883	0.217831788503641	-0.977312586658187	-1.02282008698195	0.212187060142955	-0.160033742089245	-1.09495009283916	0.272517559301162	0.57422000844052	-0.532848726254148	0.0410679217714443	-0.844757433193313	1.1620657532779	0.295743237148532	1.74581006530547	-0.487764514829346	2.08925248065548	1.39398074568412	2.58142441783316	0.0619799708543042	-0.50565044265317
ENSG00000178381	-1.03937966830073	-0.0732187793080564	-0.952055803735444	1.09864525230775	-1.05584947510713	-0.145835038618246	-0.18513213321228	0.696626079171305	-0.30014289522783	0.0635348387712504	-0.972978558308018	1.23773717629167	-0.333902610331811	-0.972707450377049	0.0691874391319655	-0.620938132245805	-0.255735416135021	0.148073069345825	-0.129616006647993	0.285185905433667	-1.1239992312546	-1.20543327601957	0.164020993385108	-1.0276813610794	1.08745527245698	-1.13280346131283	-0.939964390014203	-0.346041467940972	0.481393492774593	1.93093304498767	-0.62240211507304	-0.780851145328184	1.06210668091133	-0.691175419461737	1.98510040959538	3.21864149550676	0.135120887943756	0.708290497901269	0.535791299123629
ENSG00000106638	0.460140109019492	0.981991869098304	0.318614325274327	1.17596815765133	-1.37938317946798	-1.01316961901739	-0.354957655212369	-0.304203374777977	-1.33149154470167	0.481793673565455	-0.13850746186223	-1.23194410974579	0.25369208508571	-1.5897491826221	-0.362250992757744	-0.564366594740143	-0.284468210090171	1.03950113878825	-0.757629358178888	-0.90510688135036	-1.74668198170916	0.0308970726055879	0.178566863023423	0.127611770131718	-0.71823593570182	1.86471216017882	0.636966159196927	0.550616802552507	-0.718496564635779	0.946785599986477	-1.35389281520571	-0.485481479860087	-0.0584046544218752	-0.23626894772967	1.46090821676149	1.37190984472273	1.59724705746033	2.25894546733273	-0.20217782864675
ENSG00000129158	1.03127454332671	-0.937410400125518	2.41943827454994	-0.143333689468158	-0.0699405467080352	1.06081727046661	0.874552363028466	1.36758470977228	-0.724437807524121	0.092425221824107	0.426165303487107	-0.444086600468214	-1.79001615495512	0.149258539954239	0.0746995855401638	-0.543286573931717	-0.590157501564445	-1.27093851603325	0.132301279533127	-0.546810504612979	0.50838152081009	-0.527813073797453	-2.23026902863823	-0.0473661937724305	-0.674625855037106	-1.61652218427162	-0.492706245581871	0.00766541543795757	-0.752205321463691	-0.15817129233663	-0.664742951697928	0.304046532735696	-0.275679807911051	0.0655055709055922	1.27360439303215	0.875055781697217	2.20156397385807	1.55822141091274	0.0779585590273461
ENSG00000204592	0.252333241640985	-0.916267769917399	0.456089229178769	-0.271325534422132	-1.83708669628672	-0.254659433005803	0.611069392315737	0.846155631742157	-0.796879715020483	0.0319167603925978	2.18190552786195	-0.181843374159564	-0.659277831926988	0.117624934701872	-0.69511107151324	-1.33147351724842	0.106998332351959	0.2732107300572	-0.216745734595374	-0.46140993540103	0.206293977634236	-1.27882837589697	-0.868820971773538	0.298894022280209	-0.875359556649527	-1.54788048890304	2.39808258358182	0.528249186455119	-0.687938815890264	0.135894839955708	-0.641703282183122	-0.571590137496596	-0.371024934516649	0.690973591199069	1.5630223008733	-0.582031685557566	0.78657375840821	1.2800238237278	2.28194699800572
ENSG00000067082	0.675438366025183	-1.32282020236661	0.468960319905828	-0.219371493139777	-0.0609547979765499	-1.55784621689998	0.0820441200764245	0.927039731209439	-0.745813890400252	-0.458112767513085	1.1001961961234	-1.39531186728507	-0.316172202411547	0.744545506401027	-0.280281910396941	-0.719338529849468	0.663140525219687	-0.031805993772397	1.76532692806173	0.206323420300862	-1.422140012153	-1.55978653064428	-0.143781940936383	0.22008200866954	-1.05377255024851	0.406534032535928	0.628666882728618	-0.868566296002044	-0.33524460455723	-0.810726204755037	-0.583571690297978	-0.050525611600934	-0.0079820278551602	-0.331959300603812	1.30611199223731	1.28042488414515	3.27230026129859	1.00249147703895	-0.473740010311643
ENSG00000116922	-0.656642964675091	-0.773297192698204	-1.44946092727018	0.514128392500807	0.588176640372267	-0.362209899619682	0.650667162431935	-0.62417626216742	0.802992735119626	-1.94640110908339	-0.37016896989462	-0.877463823332848	-0.0850871557232976	-0.626514074888442	0.27433184946478	-1.27110157719143	-1.42984168770467	-0.862838046669199	-0.275658293824555	0.794902327051371	-1.53560275915016	0.303042291083619	0.0597521627453904	0.588071570137615	-0.931141579461024	1.63706652535108	0.622692212455665	-0.507390696350991	0.323898732662171	-0.445294187671271	1.1029419874943	-0.806499386848444	1.94854723597889	-0.620183593250619	1.09338059614091	2.22099435443323	1.14489127867937	0.963067237612949	0.823428895759568
ENSG00000172732	-0.377459500595316	-0.326823003007883	-0.549359688822102	0.934883473523297	0.871744544283983	0.0358134907892877	-0.109514906683962	-1.51361385346671	0.527630782340457	-1.67845462118293	0.305127084472549	0.449251421905446	-0.654574743581137	-0.495325432764632	0.155510253978866	-1.71716597617893	-0.636810734492646	-0.138263901894026	0.525882421185973	-0.378877982286691	-1.15303910631398	0.915074211763523	-0.649181214359283	0.360843725791881	-0.999051372934084	1.39882595044164	0.520835265400385	-0.757249726474223	-0.0747950931916012	-0.319978004148344	0.329257767199069	-1.2336781410713	0.0641171487241524	-0.0845265373533557	0.431965738038465	-0.0280676672420255	0.639558884173787	1.67193315795067	3.73755588608169
ENSG00000154144	-0.521395456074159	-1.20048199433911	0.295693461944643	-0.652258832146243	-0.0155037631572781	-0.18473326026938	-0.752390759389571	-2.15204853812424	0.38058358190597	-1.08430968273848	2.80375556833914	-0.153822820027197	-1.01521211286971	-0.0980463418886304	0.861161758392895	-2.25389465236541	-0.258353805469803	-0.210239536683029	1.34887205427646	-0.217874208894295	-0.297683726428286	0.294901769154477	-0.776905698744229	-0.0577044310157593	-0.57121014328851	0.856934807321915	0.0645811257819899	-0.100090974572801	-0.173697751202961	-0.565420459492591	0.703965991691336	-1.05741966501332	0.746194196690345	0.847496452406095	0.397594650466868	0.246574087528614	1.98735507883353	1.36673677419371	1.168297255267
ENSG00000152457	-0.307578872385163	-0.776727231466168	-1.14733449748515	-0.682327035983481	0.84433294890283	-1.05622861607669	0.555083584657399	-0.820847728341102	0.382506310208399	-0.810219424554141	0.616476225435472	-0.83316919913828	-0.655309979776972	-0.510430709136416	0.416559824968237	-1.0344106868309	-0.90501837313706	-0.433689141330939	0.0569734811733684	0.807279583896628	-0.916793858920074	0.929236685936908	-0.0246942210857477	-0.0576220251703152	-0.95673358290565	2.25159398625343	1.39050200295947	-0.617535791858812	0.097965299877249	-1.22934880820831	0.465499099692902	-0.855324534853495	0.553010068536191	-0.568430881230974	-0.428312109140884	0.583057648304465	3.09750267842315	1.87498701974172	0.705520860048885
ENSG00000120833	-0.748270049154757	-1.28051303112257	-1.23997666012755	1.3056780553729	1.13862583351343	0.0540290929384228	-1.22132177734792	-1.14490723293496	-0.653327653672237	-1.04566011941642	0.477972571265778	-0.537806121158428	-0.462647533739805	2.2176221326097	0.234524583593963	-1.28817690942225	1.19743599215786	0.576891611585262	0.188307133599913	-0.168950220058685	-1.55989331876705	-0.882238795217816	-1.03736550106066	-0.530051663726348	-0.0528984682332804	0.290882477922272	-0.0022072927976455	0.0036472121012185	0.625704926958997	-1.16137385643069	1.97554387815951	-0.550586615815005	0.278477555278076	-0.167127591175076	1.59793935841845	1.47784468434213	1.43114119997911	0.212984424060407	0.450047687521763
ENSG00000054967	0.578213218004971	-1.1531939693539	0.0795401273847284	-0.558818418068712	-1.40282924973413	-0.481714130486405	-0.35416191542376	-0.186579200966605	-0.0403368943382115	-0.984018001189503	2.77936981329873	-0.30103303218604	0.277180185818932	-0.214170065646862	0.642571475929326	-1.78349432778801	-0.476459457201935	0.0662119473337434	1.81050304207523	-0.168716375748848	-0.854903171913984	-0.118008012566365	-0.673747161450883	0.0867097690673268	-1.04641533147417	-1.260003246728	1.38481322704452	-0.0156108223815566	0.535072809931898	0.636091222870053	-0.633410267112672	-0.993240488994896	0.608699514903202	-0.625505277565191	2.1369055755997	-0.358497403877126	0.584570913086763	0.582609985447078	1.89580339440154
