gene_id	 10DG0934	 11DG0060	 11DG0268	 11DG0165	 11DG0840	 12DG1794	 14DG2098	 15DG2154	 15DG2530	 16DG0559	 16DG0676	 16DG0790	 16DG1353	 18DG0180	 18DG0295	 19DG0151	 13DG2283	 14DG2019	 16DG0144	 16DG0518	 16DG0932	 17DG0349	 18DG0348	 18DG0464	 18DG0603	 19DG0230	 19DG0152	 19DG1391	 19DG2599
ENSG00000154144	-0.723392787228482	1.05414653418564	0.962032759101974	-0.302928853228768	-0.300349902799096	-0.203643786160838	-0.130731880592133	-0.590011280795628	0.253807726369696	-1.61242486745295	-0.579677381179188	-0.528360792103156	-0.63101659262741	-0.382251939076149	-1.91820694787215	-0.747725410756158	0.536795504570147	1.59401134860472	0.696735675954184	0.0129609030849712	-1.15814048702903	-0.853652406299102	-0.0946446724744786	-0.597259488845337	0.896871278245597	0.46093816614229	0.943541232073783	2.79575700408744	1.14682134409962
ENSG00000134324	-0.897653385913015	0.0273591402690379	1.29472647867365	2.10826527899558	0.0181537270144541	-0.0864017895353505	1.20490295259456	0.28049968161164	0.594748852353116	-1.15594596234114	-0.498897522715443	-0.0871175811627414	-0.410255885137396	-0.32427765826592	-1.08276043001966	-0.377179653425175	-0.0578367097073829	-0.725493847103687	-0.0191340228775317	-0.765653086663694	-1.31800118678242	-0.0703380937113479	-0.557592436161488	-0.652334948889273	-0.400018400234016	-0.740597050441633	0.238550962983155	3.15000843791985	1.31027413867326
ENSG00000116922	-0.666044988419087	0.475343829269416	0.509860108558076	0.779614890826146	-1.96104561983812	-0.00354668307165162	0.816064708848613	0.0423095396017755	0.26808938012661	-1.18355401763271	0.458360043094073	0.201826485140962	0.327611018445737	0.784448737660667	-0.116031605356042	0.918098070409716	-0.118330948715165	-0.874684269357729	-0.199983766865855	-1.05147241899215	-0.840612181399809	-0.875755554331866	-1.45517962927024	-1.29687506477496	0.796729321510531	-0.889891290210113	0.898240105035468	1.8480779435679	2.40833385613977
ENSG00000124164	-0.795579161145149	-0.0344756796751235	-1.04612284135513	-0.10544758566792	-0.670581022220211	-1.55523083635576	-0.0635118048633229	-1.2249568123913	-0.191175555280948	-0.41632452600256	-0.524186591045937	-0.744527941039667	-1.22390960787632	-1.13296941579098	-0.753881381366685	0.368198256438931	0.25072094993979	0.591490819156708	0.588182604893462	-0.09921195878324	0.631760592778374	-0.271810302934734	1.01660825203508	0.450094409531222	1.10945245232948	0.660939518582254	0.519090907007116	1.31977395912302	3.34759030197956
ENSG00000204599	1.04402783487213	1.41336921403977	0.155666056077895	0.978356051183802	-1.06444942306527	-0.00181914737648145	0.617592396354164	0.999142282648385	0.236178664414514	-1.39842243939372	0.327901314610853	0.598031554080724	-0.411852524647062	-0.310195145045489	-0.695339506300398	0.230324027167939	-0.203767824555427	-0.284502818337845	-0.347419745585339	-0.636489055776107	-2.26220835718779	-0.632222885999533	-1.64278319802169	-0.308683831709745	-0.324182735738469	-0.990367838742912	1.74771892408253	1.69770489116993	1.46869326678066
ENSG00000162772	-1.44467829150887	-0.132852131267754	-1.28247073006768	0.494481001914276	0.747707551124637	-0.450798333087359	-1.10047841750155	-0.707804761663813	-0.417461826543847	-0.922580551443384	1.54861071533224	-0.112641192402206	-0.0190270257125573	-0.30810661860144	-0.93585071853334	0.402302682017385	-0.0774375776617515	0.857958260688675	0.3792251232299	1.64254959649092	-0.537365181066264	-0.465608357073434	-1.17457166357234	0.603514032219438	-0.962332705582097	0.048434942060946	1.65454881085443	2.73125632719738	-0.0585229598405488
ENSG00000162994	-1.05326197532217	0.7492322850356	-0.421663648033511	-0.00930213046900104	-0.0834445921348643	-0.880790141418962	-1.11649501955164	-1.15367923109539	0.779149577259665	-0.966809135405799	-0.0736017126085783	-0.727109259338666	-0.323804275553162	-0.434579602893991	-1.59375265740884	0.278419066923346	0.934204304783483	0.696266927805079	1.09959902696118	0.313488279560619	-1.27595147556885	0.391598623790338	-0.193542035210797	-1.07526157933225	-0.378315208907645	2.03085835316121	1.19122186420449	2.37021625462488	0.927109116144241
ENSG00000104825	0.810897221891646	-1.19326788917051	-0.533130705849023	-1.09383578500868	-1.0595217234994	-1.29718442359307	-1.56202301314132	0.32520498089911	-0.472037151892016	-0.415179901825043	-0.258527435834241	0.713674047615338	1.22315010901907	0.343572384193763	1.26339499597441	-0.177432475653567	-0.39321164022386	0.98098482307656	-0.192864725538695	-0.301102289929095	0.522919335309753	0.0170138728990488	-1.29860358539623	-0.647571429506974	-0.364223217890619	0.11105981925783	1.07409273071683	0.83056577566681	3.0431872974322
ENSG00000140450	-0.0659956015099793	4.95100419787533	-0.0120705784644277	-0.0950491174120428	-0.447839901024476	-0.127939343706678	-0.309711086764847	-0.413549545548982	-0.193033655026731	-0.41903978956843	-0.27558112794969	-0.26453993423032	-0.415599058431065	-0.434117632572946	-0.45160309628106	0.0982812099816522	-0.343588754999681	-0.377602314849523	-0.293316654506732	-0.310909606254586	-0.232615986427644	-0.26097612093346	-0.246752055985529	0.293753501110263	-0.17363512698439	-0.167257688937454	-0.435960523368275	0.512622541199819	0.912622851571893
ENSG00000099860	1.42059693179723	-1.09137013159934	-1.37418078410403	-0.534845691085178	0.549928329588889	-1.08622250104173	-0.950561570364371	-0.326726172487914	-0.284922205113882	1.61584433238468	-0.258727809957802	0.770348142428046	0.131657493048768	0.433191115690798	0.212406308957223	0.261923813966627	-0.955379489770691	-0.498966791263867	-0.144399555762871	-0.388726468686421	0.424832755508622	-1.56376834603537	0.308910694641398	-1.07644918119553	-0.854446511500909	0.84686302916125	0.563883262818812	0.908522664391633	2.94078433558593
ENSG00000185022	-1.24074394707547	0.910582926588484	-0.42855123136908	-0.15707220411761	-1.20085544140387	-0.890839628941548	0.246849924126568	-0.578260648435745	-0.571298012854962	-0.454297680522197	0.244363268562002	0.277327394892269	-0.200174233903413	0.2901814913491	-0.162249548523834	0.285169923980514	0.721609855761319	1.14990120853824	-1.22204939806186	-0.240993641401744	0.759215739145441	-0.0460525972196205	-0.95789006462609	-0.784500035336869	0.575037450329951	-1.0396308962613	0.468455567208725	0.429816765359321	3.81694769421328
ENSG00000087074	-0.675139582811898	-0.601808510871904	-0.932713985534432	0.434866339454401	0.0983735987092847	-1.32497884504225	-0.268281760990682	0.0725199253194134	0.179525406849714	0.304161657316718	0.317303941289903	0.0219975385700401	0.926050225982247	0.383446255712323	-0.194577247101724	-0.0487409844550244	0.417199662637989	-0.383836908679494	0.515084542722419	1.52115151638549	-0.0785445246127931	-1.08854700189188	-0.703733027423501	-1.63798783245824	-1.16162671867392	-0.356295564943339	-0.115098746155694	0.664174059270676	3.71605657142615
ENSG00000100416	-0.226329892429602	-0.122045272471093	0.986615594430494	-1.12276622204377	-1.19265145168953	-0.897644327720226	-0.525219260897988	-1.10323428299056	-0.409543826544789	-0.936799950410578	-0.308030858753535	-0.837614397853847	-0.524210070474719	-0.441775147479319	-0.123609759060275	0.0957273978131464	0.392352123657069	0.299738380507363	1.5411874609969	0.0913333151089633	2.77500725503302	0.163280383562072	-1.25871238078396	-1.35634310407613	1.17358139916233	0.311665176418717	1.52607374795944	1.01008289326822	1.01988507776217
ENSG00000142528	-1.00742601148719	0.210653825484651	1.76783177730235	0.541028856715022	-1.20823166513169	-0.632965133941298	1.41656973229932	1.32681202446545	0.702836009419123	-1.4155829916895	0.870308462190906	0.0769513998066971	-0.284122434162899	0.557097341248623	-0.0886191788023888	0.648595633563543	-0.840565115424972	-0.27509693239434	-0.277482675601963	-1.67460750000342	-0.477629729713089	-0.359868100904102	-1.09191492305408	-0.984811854040282	-0.356024030158297	-1.2384936416498	1.38105240032103	0.920355306323789	1.79334914901882
ENSG00000152061	-0.846090785867708	0.0606524250934221	1.11871723552023	-0.501005590525771	-1.18872666852229	0.921279670612938	-0.663042932998629	-1.34464072927676	0.847532396417096	-1.86151459322809	0.652965119815298	-1.0103899155253	-1.1458292530339	-1.51500573488663	-1.43804373778863	0.502715094650339	1.0082685415248	0.217140543508991	0.252502495432685	0.709184500092253	0.567698421886737	-0.0318856698757253	0.264634247337242	-0.601733574793264	0.482508264979656	0.0683065272414077	1.55519241050912	1.91076372579379	1.00784756590666
ENSG00000157106	-1.27026832048218	0.463877676585098	1.88593506155816	0.562150400385195	-0.970720874445509	0.795797179273237	1.3538744884228	-0.407772297910194	1.02887140675252	-1.6787608485783	-0.533520618714014	-0.905807285925585	-0.669984811684244	-0.853137136730651	-1.77546936192965	0.275691479552846	-0.0937186893810991	0.313090537573251	1.09984487938279	-0.558838842009518	-0.802993084351179	0.0152721967910424	-0.45132284826635	-0.933855434338071	0.493512937502676	-0.395231131852647	1.25044880194383	1.06017851778368	1.70285602309207
ENSG00000204592	0.872879056021596	2.35499613954115	-0.583355674668731	-0.34148743670653	-0.529568591007035	-0.583416958850647	-0.173466637953227	-0.90991865203898	-0.87488452804361	0.442398534182284	-0.72990658169076	-0.682145775917481	-0.08027382531948	-0.208766326736899	0.259342682798898	-0.400565388073648	-0.258937643665545	-0.300222754216357	0.0269530649730531	0.523293654311533	-1.29135140028478	-1.02840140374344	-0.318873573579489	0.612605135423927	1.11634068271362	-0.622128133760982	-0.679061138761038	1.15374446174307	3.2341790133095
ENSG00000109065	0.786156331813437	-1.81964818602594	0.131942865408886	-1.45350042400516	0.328391061126566	1.0407056812681	-1.10035866509902	-0.0503713729417123	0.0947433945535113	-0.987194928264234	-0.732162169844247	0.169717823127743	0.434487819277818	1.08810277934435	1.26521461644909	0.114724298453553	-0.343040972233321	0.00832828713329035	-1.89096251814844	-0.0516144245668304	-1.7361565518722	0.441623856384975	-0.293986471990248	-0.329643638051495	0.630613742351947	-0.0890671096421369	0.628357833847104	1.53997506454918	2.1746219775954
ENSG00000196878	-0.0416667421980644	0.0910933520981315	1.16344527153426	-0.832407073837709	-0.606591392480829	-0.0291532805324604	-0.779157815421377	-0.550887848630662	0.0346047262377292	-0.353051076859631	-0.558048731317915	-0.694653835700378	-0.388541123651118	-0.129411202165417	-0.590149738758349	-0.12419494146666	-0.569279688353051	-0.335713617299816	1.43659093776681	-0.107525163276287	-0.401168647550668	-0.175748289204612	-0.164372667872763	0.467278945669638	0.764694829681361	-0.383416669140659	4.37912393701819	0.0700391329150965	-0.591731587202782
ENSG00000138798	-0.520905255758882	-0.458457669173818	-0.417586610452057	-0.560946600064281	-0.475389906945364	-0.16234689550051	-0.555807191977257	-0.261605206178344	0.182873314914603	-0.529432876149271	0.741527570459226	-0.421580414041621	0.055040187515362	-0.423169041142202	-0.489968145950564	0.151635491867073	-0.0901051281272704	-0.0693640324672725	0.762102779707922	0.00893435366756901	-0.234015119430415	0.148714832178712	-0.407003586835666	-0.118994070180718	-0.0252223643192652	0.039238624464258	4.87555282579812	-0.291321815539248	-0.45239805033882
ENSG00000151474	-1.22245788310405	-0.888515986597482	-0.814040582562507	-0.3557749504769	-0.852162023984751	0.19391297006527	-0.960787571775543	0.293125034298912	0.4655296226125	-0.96676060454421	0.616891360253104	-0.955475081428861	1.16588556044342	-0.0893159579369516	-0.835614280113435	-0.410759828800145	-1.02227834052903	0.257614595418366	1.60158215708196	0.00405477985569438	-1.09212492065103	2.16551647963254	-0.704202532243688	0.631147816179665	-0.392873908424015	0.470536473847639	2.4989647287583	0.0146315017419724	1.18375137298326
ENSG00000106366	0.134186802565782	-1.33653153300368	-0.372661505903291	-0.889517038639191	-0.117049842846609	0.375751474105544	-1.1058490892596	-0.62370873484296	-0.256969947369315	-0.109003833385844	0.682153571883306	0.560893504301692	-0.9922277019098	0.521300432746844	-0.692812222347136	1.67400862563942	-0.460855827105103	1.03121628232283	-0.490233819148722	-0.297474899996383	0.611298401069443	-0.480431097622356	-0.513795216852996	-1.28673176319746	1.37268557133376	-0.841189018063499	2.91084790495612	-0.602725412670073	1.59542593323928
ENSG00000172113	1.35310096924902	0.480727310023862	1.72759645970779	0.870746052042974	-1.3092666244661	1.97833123224712	-0.482092326329128	1.3078779806851	0.277672783525271	0.467047001571141	-0.244777960009387	0.526210200820905	0.126504193748916	0.305057027906451	-0.66513438087702	0.0211729069056865	0.238876468362286	-0.589739105794753	1.32720525583938	-0.796361381129891	0.226117631463376	-0.00670751446600712	-0.92874612769396	-0.422196675331463	0.0521249001234145	-2.155420873864	-1.5726657240014	-1.36731933235615	-0.745940347903455
ENSG00000175505	2.17487808146368	-0.00327603704342128	-1.05718841198552	-1.23004461601561	0.070155832580548	-0.691796767924417	-0.256779229304602	-0.0870796396651266	-0.506765051244811	-0.530827471799558	-1.14788245287703	-0.401767037714689	-1.04930589490724	-0.498197097898855	0.0798060537175717	0.236969374777175	0.674187524572163	1.93600354217844	-0.697532787217078	0.8223680229659	-0.558497451657865	-1.10571008461841	-0.963878890598933	0.899263149521288	0.835589727813449	0.0148880240500047	1.65329715735494	-0.65050825169517	2.03963068317321
ENSG00000173166	-0.93974335455036	1.12031702381913	0.847245132628902	-0.827403752931966	-1.3142287973796	0.195031053891311	-0.140543430004945	0.120291412181645	0.810883162113539	-1.08609750833439	0.689782404788256	0.185127138744395	-1.20460166226539	-0.801071083668745	-1.08358819906399	1.28503309977219	1.22387959807175	0.437248440200765	-0.435597568756845	0.14633680441897	-0.651642589557859	-0.852722223192162	-0.631799841614469	-0.677024546453611	0.187222197717781	-0.720235137779703	-0.188459968191711	1.25228986748358	3.05407232791355
ENSG00000185753	-0.274592091803314	-0.300819871658276	1.07831539069403	-0.461465653866664	-0.883062459071323	-0.1375962099527	0.476937975623766	-0.795343929331358	0.0782797576475177	-1.56353184039781	-0.571426592027581	-0.967582602116146	-0.879077087637313	-0.700623253325056	-1.80264908166446	0.0341430302093451	1.68095904403004	0.176345118794008	2.61318282541077	-0.357735011555118	0.101753090916442	-0.00198259616907075	0.0756413408627239	-0.843425670011805	1.43199944875356	-0.510596707532268	0.970039407038124	1.00112025944944	1.33279396869051
